zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,130.22028122548883,95.8,142.26666666666668,149.0,8.05683711340206,9.99910692239773,7.427716849451644
2,Z2,151.88838859789195,142.36666666666667,156.23333333333332,1857.0,10.804735309973045,10.744088758963075,92.57228315054834
3,Z3,,,,0.0,,,0.0
4,Z4,,,,0.0,,,0.0
