zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,112.59539293996133,87.46666666666667,132.36666666666667,3832.0,,,80.69067172036219
2,Z2,140.42578635698624,132.4,154.33333333333334,917.0,,,19.309328279637818
3,Z3,,,,0.0,,,0.0
4,Z4,,,,0.0,,,0.0
