zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,133.23855520064575,99.4,147.96666666666667,978.0,22.28122718446602,21.332344455671734,87.71300448430493
2,Z2,155.4248484848485,148.2,160.9,137.0,18.722335135135136,18.722335135135136,12.286995515695068
3,Z3,,,,0.0,,,0.0
4,Z4,,,,0.0,,,0.0
