zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,120.95260214296479,71.3,135.4,2904.0,0.0,0.0,70.04341534008684
2,Z2,141.2677275265215,135.43333333333334,151.03333333333333,981.0,0.0,0.0,23.66136034732272
3,Z3,157.09272727272727,151.06666666666666,164.8,261.0,0.0,0.0,6.295224312590449
4,Z4,,,,0.0,,,0.0
