zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,113.51162308286315,79.6,135.7,6671.0,26.999042900302115,19.403851157105944,98.96157840083075
2,Z2,140.46126569723705,135.9047619047619,146.26666666666668,70.0,22.07344,21.86573748546347,1.0384215991692627
3,Z3,,,,0.0,,,0.0
4,Z4,,,,0.0,,,0.0
