zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,121.38928712788933,95.65,140.63333333333333,1190.0,8.739046153846154,9.922244742112053,31.01381287464165
2,Z2,151.72888615509672,140.7,158.46666666666667,1317.0,9.252541288782817,10.083225916660773,34.3236903831118
3,Z3,163.29869674185463,158.5,169.4,1330.0,10.050793984962406,9.748297725314396,34.662496742246546
4,Z4,,,,0.0,,,0.0
