zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,111.91938161799315,110.13333333333334,113.61538461538461,12.0,12.371699999999999,12.105238190351917,6.349206349206349
2,Z2,132.15109794875804,113.92592592592592,141.4,112.0,13.85582142857143,13.511068888160226,59.25925925925925
3,Z3,145.5098264290474,141.5,148.5,65.0,12.824522448979593,12.12537236501731,34.39153439153439
4,Z4,,,,0.0,,,0.0
