zone,zone_label,hr_mean,hr_min,hr_max,time_seconds,avg_speed_kmh,avg_speedeq_kmh,pct_time
1,Z1,111.23152824329384,94.0,134.96666666666667,1009.0,16.400565182186234,11.209257804248725,97.96116504854369
2,Z2,135.24285714285716,135.13333333333333,135.36666666666667,21.0,1.2173142857142858,1.3697619585267329,2.0388349514563107
3,Z3,,,,0.0,,,0.0
4,Z4,,,,0.0,,,0.0
