lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-10-02T17:50:22Z,1.176,778.0,778.0,5.44,122.4,2.4,133.1,147.0,0.521,64.9,0.2,Run
2,2,Lap 2,2025-10-02T18:03:21Z,0.091,60.0,60.0,5.47,14.0,0.231,141.8,162.0,0.579,69.2,0.02,Run
3,3,Lap 3,2025-10-02T18:04:21Z,0.093,60.0,60.0,5.62,25.8,0.351,170.0,174.0,0.767,82.9,0.04,Run
4,4,Lap 4,2025-10-02T18:05:21Z,0.204,60.0,60.0,12.24,0.8,0.212,171.9,174.0,0.779,83.9,0.04,Run
5,5,Lap 5,2025-10-02T18:06:22Z,0.091,60.0,85.0,5.47,11.6,0.207,148.2,170.0,0.621,72.3,0.02,Run
6,6,Lap 6,2025-10-02T18:07:48Z,0.099,60.0,60.0,5.94,26.0,0.359,177.0,183.0,0.813,86.3,0.04,Run
7,7,Lap 7,2025-10-02T18:08:48Z,0.253,120.0,120.0,7.6,1.0,0.263,171.9,183.0,0.779,83.9,0.07,Run
8,8,Lap 8,2025-10-02T18:10:48Z,0.099,60.0,60.0,5.94,14.4,0.243,149.8,165.0,0.632,73.1,0.02,Run
9,9,Lap 9,2025-10-02T18:11:48Z,0.105,60.0,60.0,6.3,26.4,0.369,178.6,184.0,0.824,87.1,0.04,Run
10,10,Lap 10,2025-10-02T18:12:48Z,0.246,120.0,120.0,7.38,0.4,0.25,182.3,185.0,0.849,88.9,0.09,Run
11,11,Lap 11,2025-10-02T18:14:48Z,0.093,60.0,60.0,5.58,16.6,0.259,147.5,167.0,0.617,72.0,0.02,Run
12,12,Lap 12,2025-10-02T18:15:48Z,0.101,60.0,60.0,6.05,26.8,0.369,179.2,185.0,0.828,87.4,0.04,Run
13,13,Lap 13,2025-10-02T18:16:48Z,0.245,120.0,120.0,7.34,0.8,0.253,181.6,187.0,0.844,88.6,0.09,Run
14,14,Lap 14,2025-10-02T18:18:48Z,0.098,60.0,60.0,5.87,19.8,0.296,150.9,166.0,0.639,73.6,0.02,Run
15,15,Lap 15,2025-10-02T18:19:48Z,0.108,60.0,60.0,6.48,27.6,0.384,180.0,187.0,0.833,87.8,0.04,Run
16,16,Lap 16,2025-10-02T18:20:48Z,0.23,64.0,64.0,12.92,1.2,0.242,187.2,189.0,0.881,91.3,0.05,Run
17,17,Lap 17,2025-10-02T18:21:52Z,0.752,315.0,315.0,8.6,0.0,0.752,145.4,183.0,0.603,70.9,0.11,Run
