lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-05-19T17:07:59Z,1.0,336.0,336.0,10.73,14.2,1.142,136.7,150.0,0.545,66.7,0.09,Run
2,2,Lap 2,2025-05-19T17:13:37Z,1.0,338.0,338.0,10.66,4.6,1.046,141.4,150.0,0.576,69.0,0.1,Run
3,3,Lap 3,2025-05-19T17:19:16Z,1.0,329.0,329.0,10.94,3.0,1.03,143.5,150.0,0.59,70.0,0.11,Run
4,4,Lap 4,2025-05-19T17:24:45Z,1.0,330.0,330.0,10.91,4.8,1.048,145.5,154.0,0.603,71.0,0.11,Run
5,5,Lap 5,2025-05-19T17:30:16Z,1.0,322.0,322.0,11.2,2.2,1.022,147.4,151.0,0.616,71.9,0.12,Run
6,6,Lap 6,2025-05-19T17:35:39Z,1.0,330.0,330.0,10.91,6.2,1.062,145.3,153.0,0.602,70.9,0.11,Run
7,7,Lap 7,2025-05-19T17:41:10Z,1.0,332.0,332.0,10.84,2.4,1.024,144.3,148.0,0.595,70.4,0.11,Run
8,8,Lap 8,2025-05-19T17:46:43Z,1.0,330.0,330.0,10.91,2.8,1.028,147.2,158.0,0.615,71.8,0.12,Run
9,9,Lap 9,2025-05-19T17:52:13Z,1.0,332.0,332.0,10.84,5.8,1.058,147.6,155.0,0.617,72.0,0.12,Run
10,10,Lap 10,2025-05-19T17:57:45Z,1.0,338.0,338.0,10.66,0.0,1.0,145.2,153.0,0.601,70.8,0.11,Run
11,11,Lap 11,2025-05-19T18:03:24Z,1.0,337.0,337.0,10.69,6.6,1.066,146.8,152.0,0.612,71.6,0.12,Run
12,12,Lap 12,2025-05-19T18:09:02Z,1.0,357.0,357.0,10.08,13.4,1.134,145.5,152.0,0.603,71.0,0.12,Run
13,13,Lap 13,2025-05-19T18:14:59Z,0.645,231.0,231.0,10.04,0.0,0.645,144.8,149.0,0.599,70.6,0.08,Run
