lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2024-08-22T15:54:40Z,1.0,362.0,362.0,9.94,5.6,1.056,144.7,160.0,0.598,70.6,0.12,Run
2,2,Lap 2,2024-08-22T16:00:44Z,0.935,356.0,355.0,9.47,2.2,0.957,161.7,168.0,0.711,78.9,0.18,Run
3,3,Lap 3,2024-08-22T16:06:40Z,0.153,30.0,30.0,18.32,0.0,0.153,169.3,171.0,0.762,82.6,0.02,Run
4,4,Lap 4,2024-08-22T16:07:10Z,0.093,30.0,30.0,11.16,0.0,0.093,178.7,188.0,0.825,87.2,0.02,Run
5,5,Lap 5,2024-08-22T16:07:40Z,0.139,30.0,30.0,16.63,0.0,0.139,187.2,189.0,0.881,91.3,0.03,Run
6,6,Lap 6,2024-08-22T16:08:10Z,0.093,30.0,30.0,11.09,0.0,0.093,189.3,190.0,0.895,92.3,0.03,Run
7,7,Lap 7,2024-08-22T16:08:40Z,0.152,30.0,30.0,18.29,0.0,0.152,183.8,189.0,0.859,89.7,0.02,Run
8,8,Lap 8,2024-08-22T16:09:10Z,0.087,30.0,30.0,10.44,0.0,0.087,190.0,194.0,0.9,92.7,0.03,Run
9,9,Lap 9,2024-08-22T16:09:40Z,0.154,30.0,30.0,18.47,0.0,0.154,185.0,186.0,0.867,90.2,0.02,Run
10,10,Lap 10,2024-08-22T16:10:10Z,0.071,30.0,30.0,8.53,5.2,0.123,191.6,195.0,0.911,93.5,0.03,Run
11,11,Lap 11,2024-08-22T16:10:40Z,0.156,30.0,30.0,18.79,0.0,0.156,191.1,193.0,0.907,93.2,0.03,Run
12,12,Lap 12,2024-08-22T16:11:10Z,0.072,30.0,30.0,8.68,2.8,0.1,192.0,195.0,0.913,93.7,0.03,Run
13,13,Lap 13,2024-08-22T16:11:40Z,0.124,30.0,30.0,14.83,3.6,0.16,188.9,190.0,0.893,92.1,0.03,Run
14,14,Lap 14,2024-08-22T16:12:10Z,0.07,30.0,30.0,8.35,0.0,0.07,193.5,197.0,0.923,94.4,0.03,Run
15,15,Lap 15,2024-08-22T16:12:40Z,0.161,30.0,30.0,19.3,0.0,0.161,187.9,192.0,0.886,91.7,0.03,Run
16,16,Lap 16,2024-08-22T16:13:10Z,0.073,30.0,30.0,8.78,2.2,0.095,190.2,194.0,0.901,92.8,0.03,Run
17,17,Lap 17,2024-08-22T16:13:40Z,0.144,30.0,30.0,17.28,0.0,0.144,188.0,192.0,0.887,91.7,0.03,Run
18,18,Lap 18,2024-08-22T16:14:10Z,0.087,30.0,30.0,10.48,0.0,0.087,190.9,193.0,0.906,93.1,0.03,Run
19,19,Lap 19,2024-08-22T16:14:40Z,0.151,30.0,30.0,18.11,3.0,0.181,185.4,193.0,0.869,90.4,0.02,Run
20,20,Lap 20,2024-08-22T16:15:10Z,0.083,30.0,30.0,9.97,0.0,0.083,193.0,195.0,0.92,94.1,0.03,Run
21,21,Lap 21,2024-08-22T16:15:40Z,0.171,30.0,30.0,20.48,0.0,0.171,188.3,192.0,0.889,91.9,0.03,Run
22,22,Lap 22,2024-08-22T16:16:10Z,0.043,30.0,30.0,5.15,0.0,0.043,191.8,195.0,0.912,93.6,0.03,Run
23,23,Lap 23,2024-08-22T16:16:40Z,0.652,333.0,333.0,7.06,18.8,0.84,157.3,183.0,0.682,76.7,0.15,Run
24,24,Lap 24,2024-08-22T16:22:13Z,0.257,60.0,60.0,15.44,0.0,0.257,170.9,181.0,0.773,83.4,0.04,Run
25,25,Lap 25,2024-08-22T16:23:13Z,0.158,60.0,60.0,9.47,3.2,0.19,181.8,186.0,0.845,88.7,0.05,Run
26,26,Lap 26,2024-08-22T16:24:13Z,0.271,60.0,60.0,16.27,8.6,0.357,186.7,194.0,0.878,91.1,0.05,Run
27,27,Lap 27,2024-08-22T16:25:13Z,0.153,60.0,60.0,9.14,2.6,0.179,187.2,194.0,0.881,91.3,0.05,Run
28,28,Lap 28,2024-08-22T16:26:13Z,0.277,60.0,60.0,16.63,6.8,0.345,187.6,194.0,0.884,91.5,0.05,Run
29,29,Lap 29,2024-08-22T16:27:13Z,0.138,60.0,60.0,8.28,0.0,0.138,186.7,194.0,0.878,91.1,0.05,Run
30,30,Lap 30,2024-08-22T16:28:13Z,0.261,60.0,60.0,15.66,5.8,0.319,183.1,191.0,0.854,89.3,0.05,Run
31,31,Lap 31,2024-08-22T16:29:13Z,0.15,60.0,60.0,9.0,0.0,0.15,185.6,192.0,0.871,90.5,0.05,Run
32,32,Lap 32,2024-08-22T16:30:13Z,0.246,60.0,60.0,14.76,9.8,0.344,187.9,196.0,0.886,91.7,0.05,Run
33,33,Lap 33,2024-08-22T16:31:13Z,0.089,60.0,60.0,5.33,0.0,0.089,182.2,196.0,0.848,88.9,0.05,Run
34,34,Lap 34,2024-08-22T16:32:13Z,0.308,152.0,152.0,7.31,2.4,0.332,150.2,165.0,0.635,73.3,0.06,Run
