lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2024-08-14T17:35:55Z,1.0,298.0,298.0,12.1,7.6,1.076,143.5,161.0,0.59,70.0,0.1,Run
2,2,Lap 2,2024-08-14T17:40:55Z,1.0,360.0,360.0,10.01,37.8,1.378,171.3,179.0,0.775,83.6,0.22,Run
3,3,Lap 3,2024-08-14T17:46:55Z,0.322,108.0,108.0,10.73,0.0,0.322,166.3,170.0,0.742,81.1,0.06,Run
4,4,Lap 4,2024-08-14T17:48:43Z,0.753,180.0,180.0,15.05,0.0,0.753,179.2,184.0,0.828,87.4,0.13,Run
5,5,Lap 5,2024-08-14T17:51:43Z,0.181,60.0,60.0,10.84,2.8,0.209,179.3,184.0,0.829,87.5,0.04,Run
6,6,Lap 6,2024-08-14T17:52:43Z,0.735,180.0,180.0,14.69,13.8,0.873,185.3,196.0,0.869,90.4,0.15,Run
7,7,Lap 7,2024-08-14T17:55:43Z,0.162,60.0,60.0,9.72,0.0,0.162,187.8,195.0,0.885,91.6,0.05,Run
8,8,Lap 8,2024-08-14T17:56:43Z,0.735,180.0,180.0,14.69,9.2,0.827,187.3,194.0,0.882,91.4,0.15,Run
9,9,Lap 9,2024-08-14T17:59:43Z,0.157,60.0,60.0,9.4,0.0,0.157,185.5,194.0,0.87,90.5,0.05,Run
10,10,Lap 10,2024-08-14T18:00:43Z,0.734,180.0,180.0,14.69,6.6,0.8,187.2,195.0,0.881,91.3,0.15,Run
11,11,Lap 11,2024-08-14T18:03:43Z,0.142,60.0,60.0,8.5,0.0,0.142,186.7,195.0,0.878,91.1,0.05,Run
12,12,Lap 12,2024-08-14T18:04:43Z,0.734,180.0,180.0,14.69,7.2,0.806,186.9,197.0,0.879,91.2,0.15,Run
13,13,Lap 13,2024-08-14T18:07:43Z,0.145,60.0,60.0,8.71,0.0,0.145,189.5,198.0,0.897,92.4,0.05,Run
14,14,Lap 14,2024-08-14T18:08:43Z,0.302,108.0,108.0,10.08,3.2,0.334,172.1,180.0,0.781,84.0,0.07,Run
