lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-10-16T19:18:27Z,2.087,737.0,737.0,10.19,27.4,2.361,147.5,159.0,0.617,72.0,0.26,Run
2,2,Lap 2,2025-10-16T19:30:46Z,0.665,180.0,180.0,13.32,7.2,0.737,165.4,170.0,0.736,80.7,0.1,Run
3,3,Lap 3,2025-10-16T19:33:46Z,0.503,120.0,120.0,15.08,0.0,0.503,174.4,179.0,0.796,85.1,0.08,Run
4,4,Lap 4,2025-10-16T19:35:46Z,0.339,120.0,120.0,10.19,0.0,0.339,162.4,179.0,0.716,79.2,0.06,Run
5,5,Lap 5,2025-10-16T19:37:46Z,0.681,180.0,180.0,13.61,4.2,0.723,168.2,173.0,0.755,82.0,0.1,Run
6,6,Lap 6,2025-10-16T19:40:46Z,0.503,120.0,120.0,15.08,1.0,0.513,176.0,181.0,0.807,85.9,0.08,Run
7,7,Lap 7,2025-10-16T19:42:46Z,0.321,120.0,120.0,9.61,0.0,0.321,162.3,182.0,0.715,79.2,0.06,Run
8,8,Lap 8,2025-10-16T19:44:46Z,0.67,180.0,180.0,13.39,3.0,0.7,166.6,172.0,0.744,81.3,0.1,Run
9,9,Lap 9,2025-10-16T19:47:46Z,0.5,120.0,120.0,15.01,2.4,0.524,177.3,181.0,0.815,86.5,0.08,Run
10,10,Lap 10,2025-10-16T19:49:46Z,0.243,120.0,120.0,7.27,0.0,0.243,155.3,181.0,0.669,75.8,0.05,Run
11,11,Lap 11,2025-10-16T19:51:46Z,0.674,180.0,180.0,13.5,5.2,0.726,169.4,176.0,0.763,82.6,0.11,Run
12,12,Lap 12,2025-10-16T19:54:46Z,0.497,120.0,120.0,14.9,4.6,0.543,178.9,181.0,0.826,87.3,0.09,Run
13,13,Lap 13,2025-10-16T19:56:46Z,2.283,795.0,795.0,10.33,16.2,2.445,155.1,181.0,0.667,75.7,0.34,Run
