lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-04-21T15:04:08Z,1.0,321.0,365.0,11.23,8.2,1.082,138.9,157.0,0.559,67.8,0.09,Run
2,2,Lap 2,2025-04-21T15:10:15Z,1.0,308.0,308.0,11.7,5.4,1.054,159.5,163.0,0.697,77.8,0.15,Run
3,3,Lap 3,2025-04-21T15:15:24Z,1.0,297.0,297.0,12.13,2.6,1.026,167.5,176.0,0.75,81.7,0.17,Run
4,4,Lap 4,2025-04-21T15:20:22Z,1.0,336.0,336.0,10.73,27.4,1.274,171.0,177.0,0.773,83.4,0.2,Run
5,5,Lap 5,2025-04-21T15:25:58Z,1.0,334.0,334.0,10.76,14.8,1.148,164.7,169.0,0.731,80.3,0.18,Run
6,6,Lap 6,2025-04-21T15:31:33Z,1.0,299.0,299.0,12.02,0.0,1.0,166.7,173.0,0.745,81.3,0.17,Run
7,7,Lap 7,2025-04-21T15:36:32Z,1.0,304.0,304.0,11.84,19.4,1.194,174.2,182.0,0.795,85.0,0.2,Run
8,8,Lap 8,2025-04-21T15:41:37Z,1.0,351.0,351.0,10.26,22.6,1.226,171.4,182.0,0.776,83.6,0.21,Run
9,9,Lap 9,2025-04-21T15:47:28Z,1.0,366.0,366.0,9.83,24.2,1.242,168.0,176.0,0.753,82.0,0.21,Run
10,10,Lap 10,2025-04-21T15:53:35Z,1.0,336.0,336.0,10.73,18.8,1.188,167.4,173.0,0.749,81.7,0.19,Run
11,11,Lap 11,2025-04-21T15:59:12Z,1.0,350.0,350.0,10.3,28.6,1.286,168.1,179.0,0.754,82.0,0.2,Run
12,12,Lap 12,2025-04-21T16:05:02Z,0.46,150.0,150.0,11.02,8.0,0.54,177.9,181.0,0.819,86.8,0.11,Run
