lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2026-01-11T08:51:47Z,1.067,815.0,815.0,4.72,0.0,1.067,124.3,144.0,0.462,60.6,0.16,Recovery
2,2,Lap 2,2026-01-11T08:54:15Z,0.813,188.0,188.0,15.55,10.0,0.913,121.6,145.0,0.444,59.3,0.03,Recovery
3,3,Lap 3,2026-01-11T08:58:51Z,4.205,686.0,686.0,22.07,0.0,4.205,105.3,133.0,0.335,51.4,0.08,Recovery
4,4,Lap 4,2026-01-11T09:08:48Z,0.088,128.0,128.0,2.48,6.0,0.148,102.8,116.0,0.319,50.1,0.01,Recovery
5,5,Lap 5,2026-01-11T09:20:05Z,2.581,885.0,885.0,10.51,0.0,2.581,108.1,139.0,0.354,52.7,0.11,Recovery
6,6,Lap 6,2026-01-11T09:25:43Z,0.095,197.0,197.0,1.73,10.0,0.195,121.1,144.0,0.441,59.1,0.04,Recovery
7,7,Lap 7,2026-01-11T09:38:25Z,2.674,1119.0,1119.0,8.6,8.4,2.758,118.0,142.0,0.42,57.6,0.19,Recovery
8,8,Lap 8,2026-01-11T09:59:40Z,1.714,997.0,997.0,6.19,10.2,1.816,127.0,142.0,0.48,62.0,0.21,Recovery
9,9,Lap 9,2026-01-11T10:06:04Z,0.304,191.0,191.0,5.72,40.8,0.712,114.9,129.0,0.399,56.0,0.03,Recovery
10,10,Lap 10,2026-01-11T10:16:39Z,2.379,989.0,989.0,8.68,10.4,2.483,118.5,156.0,0.423,57.8,0.17,Recovery
11,11,Lap 11,2026-01-11T10:27:50Z,0.643,379.0,379.0,6.12,9.8,0.741,126.4,132.0,0.476,61.7,0.08,Recovery
12,12,Lap 12,2026-01-11T10:33:52Z,4.502,833.0,833.0,19.44,0.0,4.502,110.0,130.0,0.367,53.7,0.11,Recovery
