lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-12-07T10:13:27Z,0.05,60.0,60.0,2.99,0.0,0.05,113.4,128.0,0.389,55.3,0.01,Recovery
2,2,Lap 2,2025-12-07T10:14:28Z,0.0,28.0,28.0,0.0,0.0,0.0,123.9,128.0,0.459,60.4,0.01,Recovery
3,3,Lap 3,2025-12-07T10:14:56Z,0.05,77.0,77.0,2.34,0.0,0.05,136.2,141.0,0.541,66.4,0.02,Run
4,4,Lap 4,2025-12-07T10:16:13Z,0.0,48.0,48.0,0.0,0.0,0.0,116.8,136.0,0.412,57.0,0.01,Recovery
5,5,Lap 5,2025-12-07T10:17:02Z,0.05,66.0,66.0,2.74,0.0,0.05,114.5,126.0,0.397,55.9,0.01,Recovery
6,6,Lap 6,2025-12-07T10:18:08Z,0.0,56.0,56.0,0.0,0.0,0.0,123.4,141.0,0.456,60.2,0.01,Recovery
7,7,Lap 7,2025-12-07T10:19:05Z,0.05,69.0,69.0,2.59,0.0,0.05,131.0,140.0,0.507,63.9,0.02,Run
8,8,Lap 8,2025-12-07T10:20:15Z,0.0,49.0,49.0,0.0,0.0,0.0,133.9,142.0,0.526,65.3,0.01,Run
9,9,Lap 9,2025-12-07T10:21:04Z,0.05,88.0,88.0,2.05,0.0,0.05,142.9,149.0,0.586,69.7,0.03,Run
10,10,Lap 10,2025-12-07T10:22:32Z,0.0,67.0,67.0,0.0,0.0,0.0,109.8,141.0,0.365,53.6,0.01,Recovery
11,11,Lap 11,2025-12-07T10:23:40Z,0.05,104.0,104.0,1.73,0.0,0.05,128.5,152.0,0.49,62.7,0.02,Recovery
12,12,Lap 12,2025-12-07T10:25:24Z,0.0,216.0,216.0,0.0,0.0,0.0,115.4,145.0,0.403,56.3,0.03,Recovery
13,13,Lap 13,2025-12-07T10:29:00Z,0.0,421.0,421.0,0.0,0.0,0.0,115.8,138.0,0.405,56.5,0.07,Recovery
14,14,Lap 14,2025-12-07T10:36:02Z,0.05,70.0,70.0,2.56,0.0,0.05,134.1,161.0,0.527,65.4,0.02,Run
15,15,Lap 15,2025-12-07T10:37:12Z,0.0,23.0,23.0,0.0,0.0,0.0,148.5,161.0,0.623,72.4,0.01,Run
16,16,Lap 16,2025-12-07T10:37:36Z,0.05,85.0,85.0,2.12,0.0,0.05,137.9,145.0,0.553,67.3,0.02,Run
17,17,Lap 17,2025-12-07T10:39:02Z,0.0,60.0,60.0,0.0,0.0,0.0,117.5,137.0,0.417,57.3,0.01,Recovery
18,18,Lap 18,2025-12-07T10:40:03Z,0.075,70.0,70.0,3.85,0.0,0.075,126.6,152.0,0.477,61.8,0.01,Recovery
19,19,Lap 19,2025-12-07T10:41:13Z,0.0,85.0,85.0,0.0,0.0,0.0,123.9,153.0,0.459,60.4,0.02,Recovery
20,20,Lap 20,2025-12-07T10:42:38Z,0.1,153.0,153.0,2.34,0.0,0.1,135.9,152.0,0.539,66.3,0.04,Run
21,21,Lap 21,2025-12-07T10:45:12Z,0.0,320.0,320.0,0.0,0.0,0.0,101.7,149.0,0.311,49.6,0.03,Recovery
22,22,Lap 22,2025-12-07T10:50:33Z,0.2,309.0,309.0,2.34,0.0,0.2,143.3,157.0,0.589,69.9,0.1,Run
23,23,Lap 23,2025-12-07T10:55:43Z,0.0,107.0,107.0,0.0,0.0,0.0,127.3,155.0,0.482,62.1,0.02,Recovery
24,24,Lap 24,2025-12-07T11:02:08Z,0.0,324.0,324.0,0.0,0.0,0.0,107.9,123.0,0.353,52.6,0.04,Recovery
