lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-06-22T12:51:53Z,0.5,317.0,317.0,5.69,0.0,0.5,153.9,175.0,0.659,75.1,0.13,Run
2,2,Lap 2,2025-06-22T12:57:15Z,0.5,252.0,252.0,7.13,0.0,0.5,136.1,154.0,0.541,66.4,0.07,Run
3,3,Lap 3,2025-06-22T13:01:30Z,0.5,166.0,166.0,10.84,0.0,0.5,132.7,153.0,0.518,64.7,0.04,Run
4,4,Lap 4,2025-06-22T13:04:12Z,0.5,172.0,172.0,10.48,0.0,0.5,119.7,135.0,0.431,58.4,0.03,Recovery
5,5,Lap 5,2025-06-22T13:07:07Z,0.5,210.0,210.0,8.57,0.0,0.5,119.6,128.0,0.431,58.3,0.04,Recovery
6,6,Lap 6,2025-06-22T13:10:36Z,0.5,203.0,203.0,8.86,0.0,0.5,117.1,137.0,0.414,57.1,0.03,Recovery
7,7,Lap 7,2025-06-22T13:14:00Z,0.5,280.0,280.0,6.44,0.0,0.5,120.5,132.0,0.437,58.8,0.05,Recovery
8,8,Lap 8,2025-06-22T13:18:42Z,0.5,258.0,258.0,6.98,0.0,0.5,119.0,138.0,0.427,58.0,0.04,Recovery
9,9,Lap 9,2025-06-22T13:23:00Z,0.5,313.0,313.0,5.76,0.0,0.5,109.2,180.0,0.361,53.3,0.04,Recovery
10,10,Lap 10,2025-06-22T13:28:17Z,0.5,446.0,446.0,4.03,0.0,0.5,95.0,110.0,0.267,46.3,0.04,Recovery
11,11,Lap 11,2025-06-22T13:35:43Z,0.5,260.0,260.0,6.91,12.3,0.623,121.0,141.0,0.44,59.0,0.05,Recovery
12,12,Lap 12,2025-06-22T13:40:00Z,0.5,345.0,345.0,5.22,13.8,0.638,115.3,168.0,0.402,56.2,0.05,Recovery
13,13,Lap 13,2025-06-22T13:45:44Z,0.5,307.0,307.0,5.87,0.0,0.5,109.7,137.0,0.365,53.5,0.04,Recovery
14,14,Lap 14,2025-06-22T13:50:52Z,0.5,329.0,329.0,5.47,0.0,0.5,99.2,112.0,0.295,48.4,0.03,Recovery
15,15,Lap 15,2025-06-22T13:56:21Z,0.5,385.0,385.0,4.68,0.0,0.5,104.2,120.0,0.328,50.8,0.04,Recovery
16,16,Lap 16,2025-06-22T14:02:47Z,0.5,962.0,962.0,1.87,2.9,0.529,130.9,153.0,0.506,63.9,0.23,Run
17,17,Lap 17,2025-06-22T14:18:52Z,0.5,472.0,2053.0,0.86,4.1,0.541,144.3,182.0,0.595,70.4,0.16,Run
18,18,Lap 18,2025-06-22T14:53:11Z,0.5,295.0,295.0,6.08,4.7,0.547,153.5,184.0,0.657,74.9,0.12,Run
19,19,Lap 19,2025-06-22T14:58:00Z,0.5,291.0,291.0,6.19,0.0,0.5,150.0,183.0,0.633,73.2,0.11,Run
20,20,Lap 20,2025-06-22T15:02:50Z,0.5,220.0,220.0,8.17,0.0,0.5,157.3,182.0,0.682,76.7,0.1,Run
21,21,Lap 21,2025-06-22T15:06:33Z,0.5,210.0,210.0,8.57,0.0,0.5,151.9,166.0,0.646,74.1,0.08,Run
22,22,Lap 22,2025-06-22T15:10:01Z,0.5,244.0,244.0,7.38,0.3,0.503,150.4,168.0,0.636,73.4,0.09,Run
23,23,Lap 23,2025-06-22T15:14:06Z,0.5,256.0,256.0,7.02,0.0,0.5,143.9,163.0,0.593,70.2,0.08,Run
24,24,Lap 24,2025-06-22T15:18:35Z,0.5,220.0,220.0,8.17,0.0,0.5,133.8,150.0,0.525,65.3,0.06,Run
25,25,Lap 25,2025-06-22T15:22:05Z,0.5,276.0,276.0,6.52,0.0,0.5,125.1,166.0,0.467,61.0,0.06,Recovery
26,26,Lap 26,2025-06-22T15:26:43Z,0.5,326.0,326.0,5.51,0.0,0.5,113.2,155.0,0.388,55.2,0.05,Recovery
27,27,Lap 27,2025-06-22T15:32:06Z,0.5,332.0,332.0,5.44,0.0,0.5,102.0,115.0,0.313,49.8,0.03,Recovery
28,28,Lap 28,2025-06-22T15:37:45Z,0.5,440.0,440.0,4.1,0.0,0.5,100.8,135.0,0.305,49.2,0.04,Recovery
29,29,Lap 29,2025-06-22T15:45:01Z,0.5,326.0,326.0,5.51,0.0,0.5,110.0,132.0,0.367,53.7,0.04,Recovery
30,30,Lap 30,2025-06-22T15:50:27Z,0.5,289.0,289.0,6.23,0.0,0.5,114.2,125.0,0.395,55.7,0.04,Recovery
31,31,Lap 31,2025-06-22T15:55:18Z,0.5,315.0,315.0,5.72,0.0,0.5,108.6,124.0,0.357,53.0,0.04,Recovery
32,32,Lap 32,2025-06-22T16:00:32Z,0.5,347.0,347.0,5.18,0.0,0.5,113.4,135.0,0.389,55.3,0.05,Recovery
33,33,Lap 33,2025-06-22T16:06:20Z,0.5,267.0,267.0,6.73,0.0,0.5,114.6,134.0,0.397,55.9,0.04,Recovery
34,34,Lap 34,2025-06-22T16:10:49Z,0.211,202.0,202.0,3.78,0.0,0.211,111.8,125.0,0.379,54.5,0.03,Recovery
