lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2026-02-21T09:30:26Z,3.438,645.0,645.0,19.19,11.4,3.552,110.9,134.0,0.373,54.1,0.09,Recovery
2,2,Lap 2,2026-02-21T09:47:53Z,2.04,822.0,822.0,8.93,10.0,2.14,101.2,121.0,0.308,49.4,0.08,Recovery
3,3,Lap 3,2026-02-21T10:00:17Z,3.886,1829.0,1829.0,7.63,9.6,3.982,114.2,147.0,0.395,55.7,0.27,Recovery
4,4,Lap 4,2026-02-21T10:38:22Z,4.983,2108.0,2108.0,8.5,10.2,5.085,106.2,133.0,0.341,51.8,0.25,Recovery
5,5,Lap 5,2026-02-21T11:12:09Z,1.669,1485.0,1485.0,4.03,15.2,1.821,113.0,157.0,0.387,55.1,0.21,Recovery
6,6,Lap 6,2026-02-21T11:34:43Z,3.377,2150.0,2150.0,5.65,15.2,3.529,131.3,166.0,0.509,64.0,0.52,Run
7,7,Lap 7,2026-02-21T12:08:41Z,6.366,4085.0,4085.0,5.62,10.8,6.474,116.0,157.0,0.407,56.6,0.64,Recovery
8,8,Lap 8,2026-02-21T13:29:41Z,0.248,1470.0,1470.0,0.61,0.0,0.248,100.1,121.0,0.301,48.8,0.14,Recovery
9,9,Lap 9,2026-02-21T13:33:31Z,2.065,1532.0,1532.0,4.86,10.2,2.167,112.9,149.0,0.386,55.1,0.22,Recovery
10,10,Lap 10,2026-02-21T14:11:35Z,1.001,1064.0,1064.0,3.38,9.6,1.097,99.1,125.0,0.294,48.3,0.1,Recovery
11,11,Lap 11,2026-02-21T14:26:36Z,4.115,1090.0,1090.0,13.61,9.4,4.21,107.8,126.0,0.352,52.6,0.13,Recovery
12,12,Lap 12,2026-02-21T15:08:31Z,4.69,2649.0,2649.0,6.37,11.8,4.808,105.7,178.0,0.338,51.6,0.3,Recovery
13,13,Lap 13,2026-02-21T15:42:00Z,6.636,1151.0,1151.0,20.77,9.2,6.728,115.2,148.0,0.401,56.2,0.18,Recovery
14,14,Lap 14,2026-02-21T16:05:54Z,3.449,1208.0,1208.0,10.3,0.0,3.449,111.1,137.0,0.374,54.2,0.16,Recovery
