lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-07-13T08:09:29Z,5.0,1034.0,1034.0,17.42,147.0,6.47,128.9,145.0,0.493,62.9,0.23,Recovery
2,2,Lap 2,2025-07-13T08:26:47Z,2.657,430.0,430.0,22.25,49.8,3.155,135.9,149.0,0.539,66.3,0.12,Run
3,3,Lap 3,2025-07-13T08:33:56Z,0.144,32.0,32.0,16.16,6.6,0.21,120.1,125.0,0.434,58.6,0.01,Recovery
4,4,Lap 4,2025-07-13T08:34:27Z,5.0,1174.0,1174.0,15.34,192.4,6.924,141.8,163.0,0.579,69.2,0.37,Run
5,5,Lap 5,2025-07-13T08:54:02Z,4.119,1183.0,1183.0,12.53,238.2,6.501,143.2,159.0,0.588,69.9,0.38,Run
6,6,Lap 6,2025-07-13T09:13:46Z,5.0,1749.0,1749.0,10.3,399.2,8.992,152.0,164.0,0.647,74.1,0.7,Run
7,7,Lap 7,2025-07-13T09:42:57Z,5.0,1637.0,1637.0,10.98,332.6,8.326,147.3,161.0,0.615,71.9,0.58,Run
8,8,Lap 8,2025-07-13T10:10:14Z,5.0,1567.0,4381.0,11.48,302.0,8.02,141.5,159.0,0.577,69.0,0.49,Run
9,9,Lap 9,2025-07-13T11:23:17Z,5.0,497.0,497.0,36.22,5.4,5.054,113.1,132.0,0.387,55.2,0.07,Recovery
10,10,Lap 10,2025-07-13T11:31:33Z,5.0,460.0,460.0,39.13,0.0,5.0,107.1,130.0,0.347,52.2,0.06,Recovery
11,11,Lap 11,2025-07-13T11:39:14Z,5.0,454.0,454.0,39.64,0.0,5.0,106.3,126.0,0.342,51.9,0.05,Recovery
12,12,Lap 12,2025-07-13T11:46:47Z,5.0,526.0,526.0,34.24,0.0,5.0,115.7,142.0,0.405,56.4,0.08,Recovery
13,13,Lap 13,2025-07-13T11:55:34Z,5.0,516.0,516.0,34.88,0.0,5.0,124.8,141.0,0.465,60.9,0.1,Recovery
14,14,Lap 14,2025-07-13T12:04:11Z,3.21,357.0,357.0,32.36,0.0,3.21,118.4,129.0,0.423,57.8,0.06,Recovery
