lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2024-05-13T11:06:19Z,0.05,95.0,95.0,1.91,0.0,0.05,109.7,133.0,0.365,53.5,0.01,Recovery
2,2,Lap 2,2024-05-13T11:07:55Z,0.0,26.0,26.0,0.0,0.0,0.0,117.9,130.0,0.419,57.5,0.0,Recovery
3,3,Lap 3,2024-05-13T11:08:21Z,0.05,69.0,69.0,2.59,0.0,0.05,129.5,141.0,0.497,63.2,0.02,Recovery
4,4,Lap 4,2024-05-13T11:09:30Z,0.0,51.0,51.0,0.0,0.0,0.0,129.9,141.0,0.499,63.4,0.01,Recovery
5,5,Lap 5,2024-05-13T11:10:21Z,0.1,150.0,150.0,2.41,0.0,0.1,135.9,145.0,0.539,66.3,0.04,Run
6,6,Lap 6,2024-05-13T11:12:52Z,0.0,151.0,151.0,0.0,0.0,0.0,118.7,145.0,0.425,57.9,0.03,Recovery
7,7,Lap 7,2024-05-13T11:15:23Z,0.1,287.0,287.0,1.26,0.0,0.1,161.7,179.0,0.711,78.9,0.14,Run
8,8,Lap 8,2024-05-13T11:20:11Z,0.0,183.0,183.0,0.0,0.0,0.0,126.8,166.0,0.479,61.9,0.04,Recovery
9,9,Lap 9,2024-05-13T11:23:14Z,0.75,636.0,636.0,4.25,0.0,0.75,161.2,178.0,0.708,78.6,0.31,Run
10,10,Lap 10,2024-05-13T11:33:51Z,0.0,218.0,218.0,0.0,0.0,0.0,130.4,165.0,0.503,63.6,0.05,Run
11,11,Lap 11,2024-05-13T11:37:29Z,0.0,13.0,13.0,0.0,0.0,0.0,112.3,114.0,0.382,54.8,0.0,Recovery
12,12,Lap 12,2024-05-13T11:37:43Z,0.0,15.0,15.0,0.0,0.0,0.0,119.1,123.0,0.427,58.1,0.0,Recovery
13,13,Lap 13,2024-05-13T11:37:58Z,0.35,317.0,317.0,3.96,0.0,0.35,164.1,176.0,0.727,80.0,0.17,Run
14,14,Lap 14,2024-05-13T11:43:16Z,0.0,73.0,73.0,0.0,0.0,0.0,148.5,165.0,0.623,72.4,0.03,Run
