lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-10-08T19:46:59Z,2.05,720.0,720.0,10.26,19.6,2.246,142.4,155.0,0.583,69.5,0.23,Run
2,2,Lap 2,2025-10-08T19:59:01Z,0.76,180.0,180.0,15.19,0.0,0.76,177.2,183.0,0.815,86.4,0.12,Run
3,3,Lap 3,2025-10-08T20:02:01Z,0.164,60.0,60.0,9.83,0.0,0.164,170.8,183.0,0.772,83.3,0.04,Run
4,4,Lap 4,2025-10-08T20:03:01Z,0.753,180.0,180.0,15.05,0.0,0.753,179.6,186.0,0.831,87.6,0.13,Run
5,5,Lap 5,2025-10-08T20:06:01Z,0.176,60.0,60.0,10.55,0.0,0.176,177.1,186.0,0.814,86.4,0.04,Run
6,6,Lap 6,2025-10-08T20:07:01Z,0.745,180.0,180.0,14.9,0.0,0.745,181.3,188.0,0.842,88.4,0.14,Run
7,7,Lap 7,2025-10-08T20:10:01Z,0.158,60.0,60.0,9.47,2.6,0.184,173.9,189.0,0.793,84.8,0.04,Run
8,8,Lap 8,2025-10-08T20:11:01Z,0.747,180.0,180.0,14.94,3.4,0.781,183.3,189.0,0.855,89.4,0.14,Run
9,9,Lap 9,2025-10-08T20:14:01Z,0.155,60.0,60.0,9.29,0.6,0.161,174.4,188.0,0.796,85.1,0.04,Run
10,10,Lap 10,2025-10-08T20:15:01Z,0.746,180.0,180.0,14.94,2.4,0.77,185.0,193.0,0.867,90.2,0.15,Run
11,11,Lap 11,2025-10-08T20:18:01Z,0.148,60.0,60.0,8.89,0.8,0.156,177.0,191.0,0.813,86.3,0.04,Run
12,12,Lap 12,2025-10-08T20:19:01Z,0.75,180.0,180.0,14.98,3.4,0.784,186.7,193.0,0.878,91.1,0.15,Run
13,13,Lap 13,2025-10-08T20:22:01Z,2.268,843.0,843.0,9.68,11.0,2.378,156.8,191.0,0.679,76.5,0.37,Run
