lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-12-21T09:17:54Z,0.617,300.0,300.0,7.42,0.0,0.617,103.3,122.0,0.322,50.4,0.03,Recovery
2,2,Lap 2,2025-12-21T09:22:03Z,2.711,487.0,487.0,20.05,10.4,2.815,116.5,149.0,0.41,56.8,0.08,Recovery
3,3,Lap 3,2025-12-21T09:36:39Z,1.943,1034.0,1034.0,6.77,10.8,2.051,120.9,160.0,0.439,59.0,0.19,Recovery
4,4,Lap 4,2025-12-21T09:53:57Z,2.359,1365.0,1365.0,6.23,11.0,2.469,116.6,145.0,0.411,56.9,0.22,Recovery
5,5,Lap 5,2025-12-21T10:17:02Z,4.489,1462.0,1462.0,11.05,10.2,4.591,110.4,142.0,0.369,53.9,0.2,Recovery
6,6,Lap 6,2025-12-21T10:38:43Z,0.328,565.0,565.0,2.09,9.6,0.423,99.7,120.0,0.298,48.6,0.05,Recovery
7,7,Lap 7,2025-12-21T10:51:56Z,5.917,4302.0,4302.0,4.97,10.0,6.017,117.8,160.0,0.419,57.5,0.72,Recovery
8,8,Lap 8,2025-12-21T12:10:54Z,0.952,1121.0,1121.0,3.06,10.2,1.054,105.3,116.0,0.335,51.4,0.13,Recovery
9,9,Lap 9,2025-12-21T12:21:39Z,2.136,914.0,914.0,8.42,12.6,2.262,113.1,137.0,0.387,55.2,0.13,Recovery
10,10,Lap 10,2025-12-21T12:32:52Z,1.026,448.0,448.0,8.24,11.2,1.138,117.2,140.0,0.415,57.2,0.07,Recovery
11,11,Lap 11,2025-12-21T12:42:58Z,0.923,590.0,590.0,5.62,10.2,1.025,118.7,136.0,0.425,57.9,0.1,Recovery
12,12,Lap 12,2025-12-21T12:54:35Z,2.155,1058.0,1058.0,7.34,9.6,2.251,116.1,142.0,0.407,56.6,0.17,Recovery
13,13,Lap 13,2025-12-21T13:11:15Z,2.135,1430.0,1430.0,5.36,9.6,2.231,114.7,146.0,0.398,56.0,0.22,Recovery
14,14,Lap 14,2025-12-21T13:35:39Z,7.399,1995.0,1995.0,13.36,0.0,7.399,137.0,168.0,0.547,66.8,0.55,Run
