lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2024-07-05T15:58:10Z,1.0,336.0,360.0,10.73,2.0,1.02,135.5,151.0,0.537,66.1,0.09,Run
2,2,Lap 2,2024-07-05T16:04:12Z,1.0,319.0,326.0,11.27,0.0,1.0,152.6,159.0,0.651,74.4,0.13,Run
3,3,Lap 3,2024-07-05T16:09:38Z,1.0,318.0,318.0,11.3,3.4,1.034,155.9,164.0,0.673,76.0,0.14,Run
4,4,Lap 4,2024-07-05T16:14:57Z,0.821,256.0,256.0,11.56,0.0,0.821,153.0,160.0,0.653,74.6,0.1,Run
5,5,Lap 5,2024-07-05T16:19:13Z,0.73,180.0,180.0,14.58,2.8,0.758,171.4,176.0,0.776,83.6,0.11,Run
6,6,Lap 6,2024-07-05T16:22:13Z,0.211,60.0,60.0,12.67,0.0,0.211,175.7,178.0,0.805,85.7,0.04,Run
7,7,Lap 7,2024-07-05T16:23:13Z,0.747,180.0,180.0,14.94,2.4,0.771,179.8,184.0,0.832,87.7,0.13,Run
8,8,Lap 8,2024-07-05T16:26:13Z,0.202,60.0,60.0,12.1,3.2,0.234,179.2,182.0,0.828,87.4,0.04,Run
9,9,Lap 9,2024-07-05T16:27:13Z,0.752,180.0,180.0,15.05,3.0,0.782,181.9,185.0,0.846,88.7,0.14,Run
10,10,Lap 10,2024-07-05T16:30:13Z,0.194,60.0,60.0,11.63,0.0,0.194,179.3,184.0,0.829,87.5,0.04,Run
11,11,Lap 11,2024-07-05T16:31:13Z,0.739,180.0,180.0,14.76,3.6,0.775,181.2,186.0,0.841,88.4,0.14,Run
12,12,Lap 12,2024-07-05T16:34:13Z,0.194,60.0,60.0,11.63,0.0,0.194,182.8,187.0,0.852,89.2,0.05,Run
13,13,Lap 13,2024-07-05T16:35:13Z,0.761,180.0,210.0,15.23,0.0,0.761,178.1,185.0,0.821,86.9,0.13,Run
14,14,Lap 14,2024-07-05T16:38:43Z,0.191,60.0,60.0,11.48,0.0,0.191,180.6,187.0,0.837,88.1,0.04,Run
15,15,Lap 15,2024-07-05T16:39:43Z,1.0,316.0,316.0,11.38,6.6,1.066,171.8,175.0,0.779,83.8,0.2,Run
16,16,Lap 16,2024-07-05T16:45:00Z,1.0,320.0,320.0,11.27,5.2,1.052,171.9,175.0,0.779,83.9,0.2,Run
17,17,Lap 17,2024-07-05T16:50:22Z,0.421,141.0,158.0,10.76,2.8,0.449,165.8,172.0,0.739,80.9,0.08,Run
