lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2024-07-03T10:56:13Z,1.0,319.0,319.0,11.27,3.6,1.036,125.8,137.0,0.472,61.4,0.07,Recovery
2,2,Lap 2,2024-07-03T11:01:34Z,0.724,221.0,221.0,11.81,0.0,0.724,145.6,165.0,0.604,71.0,0.08,Run
3,3,Lap 3,2024-07-03T11:05:16Z,0.259,145.0,145.0,6.44,0.0,0.259,153.2,169.0,0.655,74.7,0.06,Run
4,4,Lap 4,2024-07-03T11:07:41Z,0.2,35.0,35.0,20.59,0.0,0.2,145.2,152.0,0.601,70.8,0.01,Run
5,5,Lap 5,2024-07-03T11:08:16Z,0.703,583.0,583.0,4.36,2.0,0.723,137.1,167.0,0.547,66.9,0.16,Run
6,6,Lap 6,2024-07-03T11:17:59Z,0.411,68.0,68.0,21.74,2.6,0.437,137.2,156.0,0.548,66.9,0.02,Run
7,7,Lap 7,2024-07-03T11:19:08Z,0.416,70.0,70.0,21.42,0.0,0.416,161.1,165.0,0.707,78.6,0.03,Run
8,8,Lap 8,2024-07-03T11:20:18Z,0.746,768.0,768.0,3.49,2.6,0.772,137.5,170.0,0.55,67.1,0.22,Run
9,9,Lap 9,2024-07-03T11:33:07Z,0.185,28.0,28.0,23.83,2.4,0.209,147.0,162.0,0.613,71.7,0.01,Run
10,10,Lap 10,2024-07-03T11:33:36Z,0.832,551.0,551.0,5.44,3.4,0.866,156.0,167.0,0.673,76.1,0.24,Run
