lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-07-24T17:21:17Z,1.0,419.0,419.0,8.6,123.4,2.234,144.9,157.0,0.599,70.7,0.14,Run
2,2,Lap 2,2025-07-24T17:28:18Z,1.0,514.0,514.0,7.02,103.2,2.032,153.0,186.0,0.653,74.6,0.21,Run
3,3,Lap 3,2025-07-24T17:36:52Z,1.0,415.0,415.0,8.68,65.4,1.654,171.8,182.0,0.779,83.8,0.26,Run
4,4,Lap 4,2025-07-24T17:43:47Z,1.0,414.0,414.0,8.71,76.0,1.76,180.9,186.0,0.839,88.2,0.31,Run
5,5,Lap 5,2025-07-24T17:50:42Z,1.0,755.0,755.0,4.75,203.6,3.036,179.9,191.0,0.833,87.8,0.55,Run
6,6,Lap 6,2025-07-24T18:03:17Z,0.524,418.0,418.0,4.5,145.2,1.976,190.2,196.0,0.901,92.8,0.38,Run
7,7,Lap 7,2025-07-24T18:10:15Z,1.0,463.0,463.0,7.78,3.2,1.032,153.0,194.0,0.653,74.6,0.19,Run
8,8,Lap 8,2025-07-24T18:17:59Z,1.0,319.0,319.0,11.27,0.0,1.0,160.1,172.0,0.701,78.1,0.15,Run
9,9,Lap 9,2025-07-24T18:23:18Z,1.0,376.0,376.0,9.58,0.0,1.0,159.8,177.0,0.699,78.0,0.18,Run
10,10,Lap 10,2025-07-24T18:29:35Z,1.0,334.0,334.0,10.76,0.0,1.0,158.2,177.0,0.688,77.2,0.15,Run
11,11,Lap 11,2025-07-24T18:35:10Z,1.0,422.0,422.0,8.53,62.6,1.626,166.2,171.0,0.741,81.1,0.23,Run
12,12,Lap 12,2025-07-24T18:42:12Z,1.0,357.0,357.0,10.08,36.8,1.368,163.8,171.0,0.725,79.9,0.19,Run
13,13,Lap 13,2025-07-24T18:48:10Z,1.0,412.0,412.0,8.75,66.6,1.666,170.8,178.0,0.772,83.3,0.25,Run
14,14,Lap 14,2025-07-24T18:55:03Z,1.0,311.0,334.0,11.59,13.6,1.136,164.0,173.0,0.727,80.0,0.16,Run
15,15,Lap 15,2025-07-24T19:00:37Z,1.0,287.0,287.0,12.53,0.0,1.0,180.4,189.0,0.836,88.0,0.21,Run
16,16,Lap 16,2025-07-24T19:05:25Z,0.282,74.0,74.0,13.72,0.0,0.282,182.1,184.0,0.847,88.8,0.06,Run
