lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-07-12T06:59:08Z,1.0,317.0,381.0,9.43,43.8,1.438,158.8,175.0,0.692,77.5,0.15,Run
2,2,Lap 2,2025-07-12T07:05:31Z,1.0,292.0,292.0,12.31,19.4,1.194,168.4,178.0,0.756,82.1,0.17,Run
3,3,Lap 3,2025-07-12T07:10:23Z,1.0,299.0,299.0,12.02,20.4,1.204,174.3,180.0,0.795,85.0,0.19,Run
4,4,Lap 4,2025-07-12T07:15:23Z,1.0,323.0,323.0,11.16,35.0,1.35,172.6,182.0,0.784,84.2,0.2,Run
5,5,Lap 5,2025-07-12T07:20:46Z,1.0,311.0,311.0,11.59,6.4,1.064,173.5,182.0,0.79,84.6,0.2,Run
6,6,Lap 6,2025-07-12T07:25:57Z,1.0,424.0,424.0,8.5,64.2,1.642,176.5,186.0,0.81,86.1,0.29,Run
7,7,Lap 7,2025-07-12T07:33:01Z,1.0,574.0,574.0,6.26,114.2,2.142,171.1,185.0,0.774,83.5,0.35,Run
8,8,Lap 8,2025-07-12T07:42:36Z,1.0,715.0,715.0,5.04,137.6,2.376,177.0,187.0,0.813,86.3,0.49,Run
9,9,Lap 9,2025-07-12T07:54:31Z,1.0,389.0,389.0,9.25,35.8,1.358,160.7,169.0,0.705,78.4,0.19,Run
10,10,Lap 10,2025-07-12T08:01:00Z,1.0,365.0,365.0,9.86,35.6,1.356,161.9,175.0,0.713,79.0,0.18,Run
11,11,Lap 11,2025-07-12T08:07:06Z,1.0,710.0,710.0,5.08,192.4,2.924,175.7,189.0,0.805,85.7,0.48,Run
12,12,Lap 12,2025-07-12T08:18:56Z,1.0,468.0,468.0,7.7,42.8,1.428,165.3,184.0,0.735,80.6,0.25,Run
13,13,Lap 13,2025-07-12T08:26:44Z,1.0,501.0,501.0,7.2,66.2,1.662,162.1,190.0,0.714,79.1,0.25,Run
14,14,Lap 14,2025-07-12T08:35:06Z,1.0,460.0,460.0,7.81,59.0,1.59,167.8,176.0,0.752,81.9,0.26,Run
15,15,Lap 15,2025-07-12T08:42:46Z,1.0,443.0,443.0,8.14,49.6,1.496,172.9,181.0,0.786,84.3,0.28,Run
16,16,Lap 16,2025-07-12T08:50:10Z,1.0,348.0,348.0,10.33,0.0,1.0,169.4,178.0,0.763,82.6,0.2,Run
17,17,Lap 17,2025-07-12T08:55:58Z,1.0,513.0,513.0,7.02,24.6,1.246,160.4,171.0,0.703,78.2,0.25,Run
18,18,Lap 18,2025-07-12T09:04:32Z,1.0,495.0,495.0,7.27,99.4,1.994,173.8,183.0,0.792,84.8,0.32,Run
19,19,Lap 19,2025-07-12T09:12:48Z,1.0,410.0,410.0,8.78,48.4,1.484,175.8,184.0,0.805,85.8,0.28,Run
20,20,Lap 20,2025-07-12T09:19:38Z,1.0,508.0,508.0,7.09,78.0,1.78,169.0,176.0,0.76,82.4,0.3,Run
21,21,Lap 21,2025-07-12T09:28:07Z,1.0,375.0,375.0,9.61,18.8,1.188,173.7,198.0,0.791,84.7,0.24,Run
22,22,Lap 22,2025-07-12T09:34:23Z,1.0,430.0,430.0,8.39,2.6,1.026,162.3,175.0,0.715,79.2,0.22,Run
23,23,Lap 23,2025-07-12T09:41:34Z,1.0,375.0,375.0,9.61,13.0,1.13,161.2,172.0,0.708,78.6,0.18,Run
24,24,Lap 24,2025-07-12T09:47:50Z,1.0,470.0,470.0,7.67,64.8,1.648,153.4,178.0,0.656,74.8,0.19,Run
25,25,Lap 25,2025-07-12T09:55:40Z,1.0,384.0,384.0,9.36,11.4,1.114,168.8,175.0,0.759,82.3,0.22,Run
26,26,Lap 26,2025-07-12T10:02:04Z,1.0,340.0,340.0,10.58,0.0,1.0,173.5,186.0,0.79,84.6,0.22,Run
27,27,Lap 27,2025-07-12T10:07:45Z,0.897,281.0,281.0,11.48,5.2,0.949,181.2,187.0,0.841,88.4,0.21,Run
