lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-09-10T18:25:42Z,2.642,1198.0,1198.0,7.96,79.4,3.436,141.5,158.0,0.577,69.0,0.37,Run
2,2,Lap 2,2025-09-10T18:45:41Z,0.092,30.0,30.0,11.09,15.4,0.246,139.8,168.0,0.565,68.2,0.01,Run
3,3,Lap 3,2025-09-10T18:46:11Z,0.113,55.0,55.0,7.38,2.6,0.139,160.3,172.0,0.702,78.2,0.03,Run
4,4,Lap 4,2025-09-10T18:47:06Z,0.099,30.0,30.0,11.88,16.4,0.263,168.0,180.0,0.753,82.0,0.02,Run
5,5,Lap 5,2025-09-10T18:47:36Z,0.121,57.0,57.0,7.67,3.2,0.153,172.2,184.0,0.781,84.0,0.04,Run
6,6,Lap 6,2025-09-10T18:48:34Z,0.089,30.0,30.0,10.62,18.0,0.269,171.3,182.0,0.775,83.6,0.02,Run
7,7,Lap 7,2025-09-10T18:49:04Z,0.119,49.0,49.0,8.78,2.0,0.139,174.2,186.0,0.795,85.0,0.03,Run
8,8,Lap 8,2025-09-10T18:49:54Z,0.09,30.0,30.0,10.76,16.2,0.252,174.1,186.0,0.794,84.9,0.02,Run
9,9,Lap 9,2025-09-10T18:50:24Z,0.099,48.0,48.0,7.38,0.8,0.107,179.3,188.0,0.829,87.5,0.03,Run
10,10,Lap 10,2025-09-10T18:51:12Z,0.09,30.0,30.0,10.76,16.4,0.254,175.3,187.0,0.802,85.5,0.02,Run
11,11,Lap 11,2025-09-10T18:51:42Z,0.108,50.0,50.0,7.78,1.4,0.122,180.1,191.0,0.834,87.9,0.04,Run
12,12,Lap 12,2025-09-10T18:52:33Z,0.091,30.0,30.0,10.87,16.6,0.257,178.8,190.0,0.825,87.2,0.02,Run
13,13,Lap 13,2025-09-10T18:53:03Z,0.103,47.0,47.0,7.88,1.2,0.115,184.3,195.0,0.862,89.9,0.04,Run
14,14,Lap 14,2025-09-10T18:53:50Z,0.092,30.0,30.0,11.02,17.0,0.262,184.8,194.0,0.865,90.1,0.02,Run
15,15,Lap 15,2025-09-10T18:54:20Z,0.113,52.0,52.0,7.81,1.2,0.125,185.3,197.0,0.869,90.4,0.04,Run
16,16,Lap 16,2025-09-10T18:55:13Z,0.087,30.0,30.0,10.44,16.4,0.251,182.4,192.0,0.849,89.0,0.02,Run
17,17,Lap 17,2025-09-10T18:55:43Z,0.111,49.0,49.0,8.17,2.0,0.131,186.9,195.0,0.879,91.2,0.04,Run
18,18,Lap 18,2025-09-10T18:56:33Z,0.093,30.0,30.0,11.12,18.4,0.277,184.2,196.0,0.861,89.9,0.02,Run
19,19,Lap 19,2025-09-10T18:57:03Z,0.109,51.0,51.0,7.67,1.4,0.123,188.9,198.0,0.893,92.1,0.04,Run
20,20,Lap 20,2025-09-10T18:57:54Z,0.092,30.0,30.0,11.05,16.4,0.256,187.8,193.0,0.885,91.6,0.03,Run
21,21,Lap 21,2025-09-10T18:58:24Z,1.421,594.0,594.0,8.6,2.6,1.447,148.8,197.0,0.625,72.6,0.22,Run
