lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2024-06-18T10:55:23Z,0.48,263.0,263.0,6.55,0.0,0.48,146.1,175.0,0.607,71.3,0.09,Run
2,2,Lap 2,2024-06-18T10:59:47Z,1.0,188.0,188.0,19.15,2.0,1.02,157.7,169.0,0.685,76.9,0.09,Run
3,3,Lap 3,2024-06-18T11:02:56Z,0.862,918.0,917.0,3.38,4.6,0.908,141.7,190.0,0.578,69.1,0.29,Run
4,4,Lap 4,2024-06-18T11:18:14Z,0.413,64.0,64.0,23.22,2.8,0.441,162.2,177.0,0.715,79.1,0.03,Run
5,5,Lap 5,2024-06-18T11:19:19Z,0.826,1051.0,1051.0,2.84,2.8,0.854,141.6,179.0,0.577,69.1,0.33,Run
6,6,Lap 6,2024-06-18T11:36:51Z,0.204,28.0,28.0,26.21,0.0,0.204,145.5,153.0,0.603,71.0,0.01,Run
7,7,Lap 7,2024-06-18T11:37:20Z,0.401,486.0,486.0,2.95,0.0,0.401,136.7,159.0,0.545,66.7,0.13,Run
8,8,Lap 8,2024-06-18T11:45:27Z,0.108,15.0,15.0,25.81,2.2,0.13,131.7,137.0,0.511,64.2,0.0,Run
9,9,Lap 9,2024-06-18T11:45:42Z,0.069,715.0,715.0,0.36,0.0,0.069,133.4,159.0,0.523,65.1,0.18,Run
10,10,Lap 10,2024-06-18T11:57:38Z,0.003,30.0,30.0,0.36,0.0,0.003,0.0,119.0,,0.0,,Recovery
11,11,Lap 11,2024-06-18T11:58:09Z,0.003,44.0,44.0,0.25,0.0,0.003,0.0,124.0,,0.0,,Recovery
12,12,Lap 12,2024-06-18T11:58:53Z,0.003,38.0,38.0,0.25,0.0,0.003,121.0,124.0,0.44,59.0,0.01,Recovery
13,13,Lap 13,2024-06-18T11:59:31Z,0.005,79.0,79.0,0.22,0.0,0.005,0.0,126.0,,0.0,,Recovery
14,14,Lap 14,2024-06-18T12:00:50Z,0.051,174.0,174.0,1.04,0.0,0.051,121.9,126.0,0.446,59.5,0.03,Recovery
15,15,Lap 15,2024-06-18T12:03:45Z,1.0,322.0,335.0,11.2,2.6,1.026,159.6,173.0,0.697,77.9,0.15,Run
16,16,Lap 16,2024-06-18T12:09:21Z,0.046,14.0,14.0,11.7,0.0,0.046,159.4,160.0,0.696,77.8,0.01,Run
