lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-07-20T07:47:22Z,1.0,873.0,873.0,4.14,0.0,1.0,94.1,113.0,0.261,45.9,0.07,Recovery
2,2,Lap 2,2025-07-20T08:01:57Z,1.0,776.0,776.0,4.64,26.6,1.266,96.6,120.0,0.277,47.1,0.07,Recovery
3,3,Lap 3,2025-07-20T08:14:54Z,1.0,739.0,739.0,4.86,38.0,1.38,111.9,124.0,0.379,54.6,0.1,Recovery
4,4,Lap 4,2025-07-20T08:27:14Z,1.0,742.0,742.0,4.86,30.0,1.3,99.7,119.0,0.298,48.6,0.07,Recovery
5,5,Lap 5,2025-07-20T08:39:37Z,1.0,710.0,710.0,5.08,76.4,1.764,114.9,121.0,0.399,56.0,0.11,Recovery
6,6,Lap 6,2025-07-20T08:51:27Z,1.0,743.0,743.0,4.86,56.2,1.562,108.5,124.0,0.357,52.9,0.09,Recovery
7,7,Lap 7,2025-07-20T09:03:50Z,1.0,892.0,892.0,4.03,71.2,1.712,99.2,119.0,0.295,48.4,0.08,Recovery
8,8,Lap 8,2025-07-20T09:18:43Z,1.0,1243.0,1243.0,2.88,70.8,1.708,108.7,128.0,0.358,53.0,0.16,Recovery
9,9,Lap 9,2025-07-20T09:39:26Z,1.0,1709.0,1709.0,2.12,216.0,3.16,118.2,150.0,0.421,57.7,0.29,Recovery
10,10,Lap 10,2025-07-20T10:07:56Z,1.0,1732.0,1732.0,2.09,270.4,3.704,118.1,144.0,0.421,57.6,0.29,Recovery
11,11,Lap 11,2025-07-20T10:36:48Z,1.0,1701.0,1701.0,2.12,253.4,3.534,115.9,126.0,0.406,56.5,0.27,Recovery
12,12,Lap 12,2025-07-20T11:05:10Z,1.0,1442.0,2929.0,2.48,110.8,2.108,113.5,136.0,0.39,55.4,0.21,Recovery
13,13,Lap 13,2025-07-20T11:53:59Z,1.0,1532.0,1532.0,2.34,299.8,3.998,125.5,174.0,0.47,61.2,0.32,Recovery
14,14,Lap 14,2025-07-20T12:19:31Z,1.0,1970.0,2839.0,1.84,193.2,2.932,126.3,177.0,0.475,61.6,0.41,Recovery
15,15,Lap 15,2025-07-20T13:06:50Z,1.0,1933.0,1933.0,1.87,207.8,3.078,122.9,145.0,0.453,60.0,0.37,Recovery
16,16,Lap 16,2025-07-20T13:39:04Z,1.0,3056.0,3056.0,1.19,152.2,2.522,110.7,141.0,0.371,54.0,0.41,Recovery
17,17,Lap 17,2025-07-20T14:30:00Z,1.0,1279.0,1279.0,2.81,19.2,1.192,108.5,133.0,0.357,52.9,0.16,Recovery
18,18,Lap 18,2025-07-20T14:51:19Z,1.0,1375.0,1375.0,2.63,3.4,1.034,103.4,117.0,0.323,50.4,0.15,Recovery
19,19,Lap 19,2025-07-20T15:14:15Z,1.0,955.0,955.0,3.78,15.0,1.15,106.7,120.0,0.345,52.0,0.11,Recovery
20,20,Lap 20,2025-07-20T15:30:10Z,1.0,1763.0,1763.0,2.05,10.8,1.108,99.9,117.0,0.299,48.7,0.17,Recovery
21,21,Lap 21,2025-07-20T15:59:34Z,1.0,943.0,943.0,3.82,13.6,1.136,105.3,126.0,0.335,51.4,0.11,Recovery
22,22,Lap 22,2025-07-20T16:15:17Z,1.0,927.0,927.0,3.89,13.0,1.13,107.8,119.0,0.352,52.6,0.11,Recovery
23,23,Lap 23,2025-07-20T16:30:44Z,1.0,1070.0,1070.0,3.35,0.0,1.0,107.7,119.0,0.351,52.5,0.13,Recovery
24,24,Lap 24,2025-07-20T16:48:35Z,1.0,1205.0,1205.0,2.99,2.0,1.02,97.7,109.0,0.285,47.7,0.11,Recovery
25,25,Lap 25,2025-07-20T17:08:40Z,1.0,1329.0,1329.0,2.7,0.0,1.0,90.5,103.0,0.237,44.1,0.09,Recovery
26,26,Lap 26,2025-07-20T17:30:49Z,0.917,893.0,893.0,3.71,0.0,0.917,101.3,125.0,0.309,49.4,0.09,Recovery
