lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2024-06-21T10:47:02Z,1.0,379.0,379.0,9.5,2.4,1.024,126.2,134.0,0.475,61.6,0.08,Recovery
2,2,Lap 2,2024-06-21T10:53:23Z,1.0,304.0,304.0,11.84,0.0,1.0,138.6,147.0,0.557,67.6,0.09,Run
3,3,Lap 3,2024-06-21T10:58:27Z,1.0,311.0,311.0,11.59,0.0,1.0,154.2,170.0,0.661,75.2,0.13,Run
4,4,Lap 4,2024-06-21T11:03:39Z,1.0,327.0,327.0,11.02,4.6,1.046,163.5,168.0,0.723,79.8,0.17,Run
5,5,Lap 5,2024-06-21T11:09:07Z,0.321,198.0,197.0,5.83,0.0,0.321,153.2,176.0,0.655,74.7,0.08,Run
6,6,Lap 6,2024-06-21T11:12:24Z,1.0,248.0,248.0,14.51,0.0,1.0,170.5,181.0,0.77,83.2,0.15,Run
7,7,Lap 7,2024-06-21T11:16:33Z,1.0,256.0,256.0,14.08,6.2,1.062,185.9,190.0,0.873,90.7,0.21,Run
8,8,Lap 8,2024-06-21T11:20:50Z,1.0,254.0,254.0,14.18,2.0,1.02,187.5,190.0,0.883,91.5,0.22,Run
9,9,Lap 9,2024-06-21T11:25:05Z,0.017,5.0,190.0,12.35,0.0,0.017,157.5,185.0,0.683,76.8,0.0,Run
10,10,Lap 10,2024-06-21T11:28:15Z,0.277,60.0,60.0,16.63,2.8,0.305,142.5,153.0,0.583,69.5,0.02,Run
11,11,Lap 11,2024-06-21T11:29:15Z,0.53,150.0,150.0,12.71,3.4,0.564,173.0,184.0,0.787,84.4,0.09,Run
12,12,Lap 12,2024-06-21T11:31:45Z,0.776,240.0,240.0,11.63,2.2,0.798,176.0,181.0,0.807,85.9,0.16,Run
13,13,Lap 13,2024-06-21T11:35:45Z,0.29,60.0,60.0,17.39,0.0,0.29,177.7,191.0,0.818,86.7,0.04,Run
14,14,Lap 14,2024-06-21T11:36:45Z,0.04,11.0,11.0,13.03,0.0,0.04,192.0,192.0,0.913,93.7,0.01,Run
15,15,Lap 15,2024-06-21T11:36:56Z,0.791,240.0,240.0,11.88,4.8,0.839,180.6,192.0,0.837,88.1,0.18,Run
16,16,Lap 16,2024-06-21T11:40:56Z,0.26,60.0,60.0,15.59,3.4,0.294,185.0,190.0,0.867,90.2,0.05,Run
17,17,Lap 17,2024-06-21T11:41:56Z,0.377,150.0,150.0,9.04,0.0,0.377,175.6,191.0,0.804,85.7,0.1,Run
18,18,Lap 18,2024-06-21T11:44:26Z,1.0,316.0,316.0,11.38,0.0,1.0,169.3,177.0,0.762,82.6,0.18,Run
19,19,Lap 19,2024-06-21T11:49:43Z,0.863,299.0,299.0,10.4,4.4,0.907,169.1,173.0,0.761,82.5,0.17,Run
