lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-02-22T14:04:47Z,1.0,519.0,567.0,6.95,119.4,2.194,159.7,179.0,0.698,77.9,0.25,Run
2,2,Lap 2,2025-02-22T14:14:16Z,0.281,288.0,287.0,3.53,89.0,1.171,175.4,184.0,0.803,85.6,0.19,Run
3,3,Lap 3,2025-02-22T14:19:03Z,1.0,483.0,483.0,7.45,57.4,1.574,164.9,175.0,0.733,80.4,0.26,Run
4,4,Lap 4,2025-02-22T14:27:07Z,1.0,751.0,751.0,4.79,191.0,2.91,178.4,185.0,0.823,87.0,0.53,Run
5,5,Lap 5,2025-02-22T14:39:39Z,1.0,412.0,412.0,8.75,23.2,1.232,170.1,183.0,0.767,83.0,0.25,Run
6,6,Lap 6,2025-02-22T14:46:31Z,0.96,925.0,924.0,3.74,257.6,3.536,179.7,188.0,0.831,87.7,0.67,Run
7,7,Lap 7,2025-02-22T15:01:55Z,1.0,457.0,457.0,7.88,10.6,1.106,154.4,176.0,0.663,75.3,0.19,Run
8,8,Lap 8,2025-02-22T15:09:33Z,1.0,284.0,284.0,12.67,0.0,1.0,161.8,171.0,0.712,78.9,0.14,Run
9,9,Lap 9,2025-02-22T15:14:19Z,1.0,365.0,365.0,9.86,3.4,1.034,166.3,173.0,0.742,81.1,0.2,Run
10,10,Lap 10,2025-02-22T15:20:25Z,1.0,367.0,367.0,9.79,0.0,1.0,170.5,185.0,0.77,83.2,0.22,Run
11,11,Lap 11,2025-02-22T15:26:33Z,1.0,323.0,323.0,11.16,20.4,1.204,177.2,184.0,0.815,86.4,0.22,Run
12,12,Lap 12,2025-02-22T15:31:56Z,1.0,380.0,380.0,9.47,20.2,1.202,174.0,183.0,0.793,84.9,0.25,Run
13,13,Lap 13,2025-02-22T15:38:17Z,0.851,249.0,260.0,12.31,0.0,0.851,184.1,192.0,0.861,89.8,0.2,Run
