lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2024-09-21T15:08:45Z,1.0,338.0,338.0,10.66,7.2,1.072,150.9,168.0,0.639,73.6,0.13,Run
2,2,Lap 2,2024-09-21T15:14:25Z,1.0,340.0,340.0,10.58,10.2,1.102,170.4,175.0,0.769,83.1,0.2,Run
3,3,Lap 3,2024-09-21T15:20:06Z,1.0,313.0,313.0,11.48,26.2,1.262,176.7,185.0,0.811,86.2,0.21,Run
4,4,Lap 4,2024-09-21T15:25:20Z,1.0,307.0,307.0,11.74,20.2,1.202,185.0,191.0,0.867,90.2,0.25,Run
5,5,Lap 5,2024-09-21T15:30:28Z,1.0,290.0,290.0,12.42,0.0,1.0,184.0,187.0,0.86,89.8,0.23,Run
6,6,Lap 6,2024-09-21T15:35:18Z,1.0,293.0,293.0,12.28,2.2,1.022,180.7,187.0,0.838,88.1,0.22,Run
7,7,Lap 7,2024-09-21T15:40:12Z,1.0,364.0,364.0,9.9,46.4,1.464,185.8,191.0,0.872,90.6,0.3,Run
8,8,Lap 8,2024-09-21T15:46:16Z,1.0,413.0,413.0,8.71,21.0,1.21,178.0,190.0,0.82,86.8,0.29,Run
9,9,Lap 9,2024-09-21T15:53:10Z,1.0,371.0,399.0,9.72,3.6,1.036,169.3,176.0,0.762,82.6,0.22,Run
10,10,Lap 10,2024-09-21T15:59:49Z,1.0,305.0,305.0,11.81,2.4,1.024,178.6,184.0,0.824,87.1,0.22,Run
11,11,Lap 11,2024-09-21T16:04:54Z,1.0,292.0,292.0,12.31,0.0,1.0,183.8,186.0,0.859,89.7,0.23,Run
12,12,Lap 12,2024-09-21T16:09:47Z,1.0,299.0,299.0,12.02,0.0,1.0,185.4,188.0,0.869,90.4,0.25,Run
13,13,Lap 13,2024-09-21T16:14:47Z,1.0,449.0,449.0,8.03,36.4,1.364,175.9,187.0,0.806,85.8,0.3,Run
14,14,Lap 14,2024-09-21T16:22:17Z,1.0,412.0,412.0,8.75,20.6,1.206,174.6,179.0,0.797,85.2,0.27,Run
15,15,Lap 15,2024-09-21T16:29:09Z,1.0,406.0,406.0,8.86,15.4,1.154,171.6,175.0,0.777,83.7,0.25,Run
16,16,Lap 16,2024-09-21T16:35:55Z,1.0,383.0,383.0,9.4,23.2,1.232,170.5,178.0,0.77,83.2,0.23,Run
17,17,Lap 17,2024-09-21T16:42:19Z,1.0,409.0,456.0,8.78,14.8,1.148,169.4,176.0,0.763,82.6,0.24,Run
18,18,Lap 18,2024-09-21T16:49:56Z,1.0,466.0,1543.0,7.74,32.2,1.322,153.4,165.0,0.656,74.8,0.19,Run
19,19,Lap 19,2024-09-21T17:15:39Z,0.476,254.0,254.0,6.73,22.6,0.702,154.7,157.0,0.665,75.5,0.11,Run
