lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-03-21T16:33:45Z,1.0,364.0,388.0,9.9,5.4,1.054,137.2,145.0,0.548,66.9,0.1,Run
2,2,Lap 2,2025-03-21T16:40:15Z,1.0,374.0,389.0,9.61,4.4,1.044,135.7,141.0,0.538,66.2,0.1,Run
3,3,Lap 3,2025-03-21T16:46:45Z,1.0,372.0,372.0,9.68,8.6,1.086,142.5,154.0,0.583,69.5,0.12,Run
4,4,Lap 4,2025-03-21T16:52:57Z,1.0,374.0,374.0,9.61,0.0,1.0,137.9,143.0,0.553,67.3,0.11,Run
5,5,Lap 5,2025-03-21T16:59:12Z,1.0,364.0,364.0,9.9,0.0,1.0,141.9,145.0,0.579,69.2,0.11,Run
6,6,Lap 6,2025-03-21T17:05:16Z,1.0,364.0,364.0,9.9,0.0,1.0,147.8,152.0,0.619,72.1,0.13,Run
7,7,Lap 7,2025-03-21T17:11:20Z,1.0,374.0,374.0,9.61,0.0,1.0,148.1,151.0,0.621,72.2,0.14,Run
8,8,Lap 8,2025-03-21T17:17:35Z,1.0,370.0,370.0,9.72,0.0,1.0,147.2,150.0,0.615,71.8,0.13,Run
9,9,Lap 9,2025-03-21T17:23:45Z,1.0,404.0,404.0,8.93,12.2,1.122,144.6,155.0,0.597,70.5,0.14,Run
10,10,Lap 10,2025-03-21T17:30:30Z,1.0,378.0,378.0,9.54,3.8,1.038,140.6,144.0,0.571,68.6,0.11,Run
11,11,Lap 11,2025-03-21T17:36:48Z,1.0,366.0,366.0,9.83,0.0,1.0,141.7,148.0,0.578,69.1,0.11,Run
12,12,Lap 12,2025-03-21T17:42:54Z,1.0,374.0,410.0,9.61,3.8,1.038,129.7,148.0,0.498,63.3,0.09,Recovery
13,13,Lap 13,2025-03-21T17:49:45Z,1.0,368.0,368.0,9.79,6.6,1.066,133.8,137.0,0.525,65.3,0.09,Run
14,14,Lap 14,2025-03-21T17:55:53Z,1.0,370.0,370.0,9.72,2.2,1.022,135.0,142.0,0.533,65.9,0.1,Run
15,15,Lap 15,2025-03-21T18:02:04Z,1.0,365.0,365.0,9.86,0.0,1.0,136.5,142.0,0.543,66.6,0.1,Run
16,16,Lap 16,2025-03-21T18:08:09Z,1.0,460.0,460.0,7.81,7.2,1.072,129.5,144.0,0.497,63.2,0.11,Recovery
17,17,Lap 17,2025-03-21T18:15:50Z,1.0,391.0,391.0,9.22,9.0,1.09,143.9,157.0,0.593,70.2,0.13,Run
18,18,Lap 18,2025-03-21T18:22:22Z,1.0,379.0,1090.0,9.5,11.0,1.11,136.7,148.0,0.545,66.7,0.1,Run
19,19,Lap 19,2025-03-21T18:40:32Z,1.0,384.0,384.0,9.36,0.0,1.0,143.6,147.0,0.591,70.0,0.13,Run
20,20,Lap 20,2025-03-21T18:46:57Z,1.0,380.0,380.0,9.47,4.2,1.042,138.6,142.0,0.557,67.6,0.11,Run
21,21,Lap 21,2025-03-21T18:53:17Z,1.0,352.0,365.0,10.22,7.2,1.072,141.7,149.0,0.578,69.1,0.11,Run
22,22,Lap 22,2025-03-21T18:59:22Z,0.665,197.0,197.0,12.13,0.0,0.665,146.2,150.0,0.608,71.3,0.07,Run
