lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2026-03-28T09:36:57Z,4.448,731.0,731.0,21.89,9.4,4.542,99.8,123.0,0.299,48.7,0.07,Recovery
2,2,Lap 2,2026-03-28T10:20:12Z,8.41,2944.0,2944.0,10.3,9.4,8.504,109.3,153.0,0.362,53.3,0.38,Recovery
3,3,Lap 3,2026-03-28T10:44:32Z,0.741,631.0,631.0,4.21,10.4,0.845,110.7,125.0,0.371,54.0,0.08,Recovery
4,4,Lap 4,2026-03-28T10:54:30Z,1.458,550.0,550.0,9.54,10.6,1.565,110.3,128.0,0.369,53.8,0.07,Recovery
5,5,Lap 5,2026-03-28T11:03:58Z,1.443,709.0,709.0,7.31,10.2,1.545,94.0,123.0,0.26,45.9,0.05,Recovery
6,6,Lap 6,2026-03-28T11:15:54Z,3.984,1315.0,1315.0,10.91,10.6,4.09,110.5,143.0,0.37,53.9,0.18,Recovery
7,7,Lap 7,2026-03-28T11:36:31Z,0.865,989.0,989.0,3.13,10.4,0.969,103.4,133.0,0.323,50.4,0.11,Recovery
8,8,Lap 8,2026-03-28T11:54:04Z,2.837,2625.0,2625.0,3.89,10.8,2.945,113.7,147.0,0.391,55.5,0.39,Recovery
9,9,Lap 9,2026-03-28T12:39:37Z,2.49,880.0,880.0,10.19,10.6,2.596,107.9,140.0,0.353,52.6,0.11,Recovery
10,10,Lap 10,2026-03-28T13:36:19Z,8.735,4452.0,4452.0,7.06,11.4,8.849,119.7,147.0,0.431,58.4,0.78,Recovery
11,11,Lap 11,2026-03-28T14:08:22Z,2.356,940.0,940.0,9.04,9.8,2.454,115.6,137.0,0.404,56.4,0.15,Recovery
12,12,Lap 12,2026-03-28T14:25:47Z,4.445,1597.0,1597.0,10.01,12.2,4.567,109.6,148.0,0.364,53.5,0.21,Recovery
13,13,Lap 13,2026-03-28T14:54:50Z,3.561,1281.0,1281.0,10.01,9.6,3.657,105.8,130.0,0.339,51.6,0.15,Recovery
