lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-04-12T11:28:15Z,1.0,472.0,472.0,7.63,127.2,2.272,130.6,141.0,0.504,63.7,0.11,Run
2,2,Lap 2,2025-04-12T11:36:09Z,0.287,256.0,255.0,4.03,72.6,1.013,143.0,190.0,0.587,69.8,0.08,Run
3,3,Lap 3,2025-04-12T11:40:25Z,1.0,482.0,482.0,7.45,51.4,1.514,169.3,191.0,0.762,82.6,0.28,Run
4,4,Lap 4,2025-04-12T11:48:28Z,0.398,316.0,316.0,4.54,79.8,1.196,178.2,188.0,0.821,86.9,0.22,Run
5,5,Lap 5,2025-04-12T11:53:45Z,1.0,690.0,690.0,5.22,130.4,2.304,173.8,183.0,0.792,84.8,0.44,Run
6,6,Lap 6,2025-04-12T12:05:16Z,1.0,688.0,688.0,5.22,131.6,2.316,172.9,185.0,0.786,84.3,0.43,Run
7,7,Lap 7,2025-04-12T12:16:44Z,0.514,465.0,465.0,4.0,139.2,1.906,185.4,192.0,0.869,90.4,0.38,Run
8,8,Lap 8,2025-04-12T12:24:29Z,1.0,296.0,1067.0,12.17,24.4,1.244,153.5,192.0,0.657,74.9,0.12,Run
9,9,Lap 9,2025-04-12T12:42:17Z,1.0,318.0,318.0,11.3,0.0,1.0,167.2,178.0,0.748,81.6,0.18,Run
10,10,Lap 10,2025-04-12T12:47:35Z,1.0,338.0,338.0,10.66,0.0,1.0,166.1,180.0,0.741,81.0,0.18,Run
11,11,Lap 11,2025-04-12T12:53:14Z,1.0,354.0,354.0,10.15,0.0,1.0,157.5,173.0,0.683,76.8,0.16,Run
12,12,Lap 12,2025-04-12T12:59:08Z,1.0,376.0,376.0,9.58,18.2,1.182,163.7,177.0,0.725,79.9,0.19,Run
13,13,Lap 13,2025-04-12T13:05:25Z,1.0,394.0,394.0,9.14,21.8,1.218,167.3,176.0,0.749,81.6,0.22,Run
14,14,Lap 14,2025-04-12T13:12:00Z,1.0,419.0,419.0,8.6,0.0,1.0,171.1,186.0,0.774,83.5,0.25,Run
15,15,Lap 15,2025-04-12T13:19:00Z,0.351,124.0,124.0,10.19,8.4,0.435,174.1,176.0,0.794,84.9,0.08,Run
