lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2024-09-15T10:33:14Z,1.0,311.0,311.0,11.59,7.2,1.072,151.9,168.0,0.646,74.1,0.12,Run
2,2,Lap 2,2024-09-15T10:38:27Z,1.0,333.0,394.0,10.8,9.0,1.09,164.7,178.0,0.731,80.3,0.18,Run
3,3,Lap 3,2024-09-15T10:45:01Z,1.0,342.0,342.0,10.51,2.8,1.028,162.5,170.0,0.717,79.3,0.17,Run
4,4,Lap 4,2024-09-15T10:50:44Z,1.0,340.0,340.0,10.58,4.6,1.046,171.0,176.0,0.773,83.4,0.21,Run
5,5,Lap 5,2024-09-15T10:56:25Z,1.0,362.0,453.0,9.94,7.0,1.07,158.0,169.0,0.687,77.1,0.17,Run
6,6,Lap 6,2024-09-15T11:03:58Z,1.0,360.0,360.0,10.01,5.2,1.052,161.5,173.0,0.71,78.8,0.18,Run
7,7,Lap 7,2024-09-15T11:09:58Z,1.0,362.0,362.0,9.94,3.8,1.038,164.2,168.0,0.728,80.1,0.19,Run
8,8,Lap 8,2024-09-15T11:16:01Z,1.0,361.0,366.0,9.97,3.2,1.032,169.1,180.0,0.761,82.5,0.21,Run
9,9,Lap 9,2024-09-15T11:22:08Z,1.0,311.0,313.0,11.59,2.2,1.022,181.1,185.0,0.841,88.3,0.23,Run
10,10,Lap 10,2024-09-15T11:27:21Z,1.0,325.0,374.0,11.09,3.4,1.034,175.1,181.0,0.801,85.4,0.22,Run
11,11,Lap 11,2024-09-15T11:33:35Z,1.0,347.0,347.0,10.37,8.2,1.082,177.4,182.0,0.816,86.5,0.24,Run
