lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-05-03T07:58:50Z,5.0,1006.0,2617.0,17.89,74.2,5.742,124.8,141.0,0.465,60.9,0.2,Recovery
2,2,Lap 2,2025-05-03T08:42:34Z,5.0,927.0,927.0,19.4,123.8,6.238,149.1,184.0,0.627,72.7,0.34,Run
3,3,Lap 3,2025-05-03T08:57:56Z,5.0,1064.0,1064.0,16.92,149.0,6.49,147.5,184.0,0.617,72.0,0.38,Run
4,4,Lap 4,2025-05-03T09:15:45Z,5.0,698.0,698.0,25.78,30.2,5.302,136.8,171.0,0.545,66.7,0.19,Run
5,5,Lap 5,2025-05-03T09:27:21Z,5.0,721.0,902.0,24.95,13.0,5.13,128.6,153.0,0.491,62.7,0.16,Recovery
6,6,Lap 6,2025-05-03T09:42:21Z,5.0,852.0,2211.0,21.13,27.0,5.27,118.6,137.0,0.424,57.9,0.14,Recovery
7,7,Lap 7,2025-05-03T10:19:15Z,5.0,843.0,843.0,21.35,31.4,5.314,134.5,145.0,0.53,65.6,0.22,Run
8,8,Lap 8,2025-05-03T10:33:24Z,4.721,1360.0,1362.0,12.49,247.4,7.195,157.5,186.0,0.683,76.8,0.61,Run
9,9,Lap 9,2025-05-03T10:56:00Z,5.0,1915.0,1946.0,9.4,177.8,6.778,152.0,184.0,0.647,74.1,0.76,Run
10,10,Lap 10,2025-05-03T11:28:27Z,5.0,962.0,962.0,18.72,85.6,5.856,137.9,169.0,0.553,67.3,0.27,Run
11,11,Lap 11,2025-05-03T11:44:30Z,5.0,713.0,713.0,25.24,10.4,5.104,129.0,149.0,0.493,62.9,0.16,Recovery
12,12,Lap 12,2025-05-03T11:56:25Z,5.0,885.0,885.0,20.34,37.6,5.376,135.2,151.0,0.535,66.0,0.23,Run
13,13,Lap 13,2025-05-03T12:11:09Z,3.066,483.0,483.0,22.86,14.2,3.208,139.6,151.0,0.564,68.1,0.14,Run
