lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-08-01T16:05:17Z,1.882,643.0,821.0,10.55,26.0,2.142,141.4,154.0,0.576,69.0,0.2,Run
2,2,Lap 2,2025-08-01T16:18:59Z,0.612,214.0,214.0,10.3,42.4,1.036,160.5,178.0,0.703,78.3,0.1,Run
3,3,Lap 3,2025-08-01T16:22:34Z,0.587,116.0,116.0,18.22,0.6,0.593,180.6,185.0,0.837,88.1,0.09,Run
4,4,Lap 4,2025-08-01T16:24:31Z,0.055,60.0,60.0,3.28,0.0,0.055,147.6,174.0,0.617,72.0,0.02,Run
5,5,Lap 5,2025-08-01T16:25:32Z,0.616,223.0,223.0,9.94,42.0,1.036,164.0,180.0,0.727,80.0,0.12,Run
6,6,Lap 6,2025-08-01T16:29:15Z,0.593,120.0,120.0,17.82,0.4,0.597,180.6,185.0,0.837,88.1,0.09,Run
7,7,Lap 7,2025-08-01T16:31:16Z,0.051,67.0,67.0,2.77,0.0,0.051,142.8,179.0,0.585,69.7,0.02,Run
8,8,Lap 8,2025-08-01T16:32:23Z,0.609,234.0,234.0,9.36,39.6,1.005,162.5,177.0,0.717,79.3,0.12,Run
9,9,Lap 9,2025-08-01T16:36:17Z,0.588,118.0,118.0,17.93,0.0,0.588,180.6,185.0,0.837,88.1,0.09,Run
10,10,Lap 10,2025-08-01T16:38:16Z,0.047,59.0,59.0,2.84,0.0,0.047,148.5,179.0,0.623,72.4,0.02,Run
11,11,Lap 11,2025-08-01T16:39:15Z,0.615,231.0,231.0,9.58,44.2,1.057,165.6,179.0,0.737,80.8,0.12,Run
12,12,Lap 12,2025-08-01T16:43:07Z,0.583,121.0,121.0,17.35,0.0,0.583,179.1,184.0,0.827,87.4,0.09,Run
13,13,Lap 13,2025-08-01T16:45:09Z,0.05,60.0,60.0,2.99,0.0,0.05,155.2,179.0,0.668,75.7,0.03,Run
14,14,Lap 14,2025-08-01T16:46:09Z,0.613,228.0,228.0,9.68,42.8,1.041,167.1,181.0,0.747,81.5,0.13,Run
15,15,Lap 15,2025-08-01T16:49:57Z,0.585,117.0,117.0,18.0,0.2,0.587,184.3,191.0,0.862,89.9,0.09,Run
16,16,Lap 16,2025-08-01T16:51:55Z,0.059,216.0,216.0,0.97,0.0,0.059,136.6,180.0,0.544,66.6,0.06,Run
17,17,Lap 17,2025-08-01T16:55:31Z,0.617,227.0,227.0,9.79,43.4,1.051,161.6,181.0,0.711,78.8,0.11,Run
18,18,Lap 18,2025-08-01T16:59:19Z,0.58,122.0,122.0,17.1,0.0,0.58,179.2,182.0,0.828,87.4,0.09,Run
19,19,Lap 19,2025-08-01T17:01:21Z,0.053,61.0,61.0,3.13,0.0,0.053,155.3,178.0,0.669,75.8,0.03,Run
20,20,Lap 20,2025-08-01T17:02:22Z,0.618,235.0,235.0,9.47,41.2,1.03,166.0,182.0,0.74,81.0,0.13,Run
21,21,Lap 21,2025-08-01T17:06:18Z,0.577,118.0,118.0,17.6,0.0,0.577,181.8,184.0,0.845,88.7,0.09,Run
22,22,Lap 22,2025-08-01T17:08:16Z,0.059,61.0,61.0,3.49,0.0,0.059,154.2,178.0,0.661,75.2,0.03,Run
23,23,Lap 23,2025-08-01T17:09:18Z,0.616,234.0,234.0,9.47,41.4,1.03,168.1,177.0,0.754,82.0,0.13,Run
24,24,Lap 24,2025-08-01T17:13:13Z,0.579,122.0,122.0,17.1,0.0,0.579,176.6,179.0,0.811,86.1,0.08,Run
25,25,Lap 25,2025-08-01T17:15:15Z,0.057,60.0,60.0,3.46,0.0,0.057,155.7,179.0,0.671,76.0,0.03,Run
26,26,Lap 26,2025-08-01T17:16:16Z,0.613,236.0,236.0,9.36,40.6,1.019,167.1,178.0,0.747,81.5,0.13,Run
27,27,Lap 27,2025-08-01T17:20:12Z,0.583,121.0,121.0,17.32,0.0,0.583,179.3,184.0,0.829,87.5,0.09,Run
28,28,Lap 28,2025-08-01T17:22:13Z,0.064,61.0,61.0,3.78,0.0,0.064,156.6,182.0,0.677,76.4,0.03,Run
29,29,Lap 29,2025-08-01T17:23:15Z,0.62,239.0,239.0,9.32,41.6,1.036,167.1,181.0,0.747,81.5,0.13,Run
30,30,Lap 30,2025-08-01T17:27:14Z,0.581,117.0,117.0,17.89,0.0,0.581,182.2,187.0,0.848,88.9,0.09,Run
31,31,Lap 31,2025-08-01T17:29:11Z,1.252,597.0,597.0,7.56,37.4,1.626,145.7,182.0,0.605,71.1,0.2,Run
