lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-02-15T10:22:44Z,0.348,725.0,725.0,1.73,9.8,0.446,103.3,109.0,0.322,50.4,0.08,Recovery
2,2,Lap 2,2025-02-15T10:30:47Z,0.952,1203.0,1203.0,2.84,10.2,1.054,120.1,138.0,0.434,58.6,0.21,Recovery
3,3,Lap 3,2025-02-15T10:50:43Z,4.724,4337.0,4337.0,3.92,21.0,4.934,113.0,149.0,0.387,55.1,0.63,Recovery
4,4,Lap 4,2025-02-15T11:56:30Z,0.009,13.0,13.0,2.52,0.0,0.009,102.0,125.0,0.313,49.8,0.0,Recovery
5,5,Lap 5,2025-02-15T13:15:22Z,3.228,6372.0,6372.0,1.84,10.4,3.332,116.4,141.0,0.409,56.8,1.02,Recovery
6,6,Lap 6,2025-02-15T13:49:40Z,2.78,1298.0,1298.0,7.7,12.8,2.908,121.3,146.0,0.442,59.2,0.24,Recovery
7,7,Lap 7,2025-02-15T14:11:01Z,5.522,2967.0,2967.0,6.7,16.6,5.688,119.7,163.0,0.431,58.4,0.52,Recovery
8,8,Lap 8,2025-02-15T14:56:25Z,0.361,225.0,225.0,5.8,9.2,0.453,108.2,123.0,0.355,52.8,0.03,Recovery
9,9,Lap 9,2025-02-15T15:08:04Z,3.917,1439.0,1439.0,9.79,10.0,4.017,116.7,146.0,0.411,56.9,0.23,Recovery
10,10,Lap 10,2025-02-15T15:25:14Z,0.344,353.0,353.0,3.53,9.8,0.442,102.9,107.0,0.319,50.2,0.04,Recovery
11,11,Lap 11,2025-02-15T15:32:15Z,3.625,1679.0,1679.0,7.78,8.4,3.709,118.1,144.0,0.421,57.6,0.28,Recovery
