lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-01-04T09:39:05Z,1.0,517.0,961.0,6.95,43.8,1.438,139.5,186.0,0.563,68.0,0.15,Run
2,2,Lap 2,2025-01-04T09:55:08Z,1.0,461.0,1407.0,7.81,46.4,1.464,132.2,155.0,0.515,64.5,0.11,Run
3,3,Lap 3,2025-01-04T10:18:38Z,1.0,393.0,706.0,9.14,21.6,1.216,137.8,164.0,0.552,67.2,0.11,Run
4,4,Lap 4,2025-01-04T10:30:22Z,1.0,242.0,258.0,14.87,0.0,1.0,164.0,177.0,0.727,80.0,0.13,Run
5,5,Lap 5,2025-01-04T10:34:41Z,1.0,285.0,389.0,12.64,13.8,1.138,143.8,181.0,0.592,70.1,0.09,Run
6,6,Lap 6,2025-01-04T10:41:11Z,1.0,605.0,2020.0,5.94,91.4,1.914,136.0,170.0,0.54,66.3,0.16,Run
7,7,Lap 7,2025-01-04T11:14:54Z,1.0,501.0,1360.0,7.2,34.6,1.346,142.8,164.0,0.585,69.7,0.16,Run
8,8,Lap 8,2025-01-04T11:37:31Z,1.0,372.0,649.0,9.68,19.6,1.196,120.0,165.0,0.433,58.5,0.07,Recovery
9,9,Lap 9,2025-01-04T11:48:22Z,1.0,219.0,231.0,16.45,3.0,1.03,159.3,170.0,0.695,77.7,0.1,Run
10,10,Lap 10,2025-01-04T11:52:15Z,1.0,286.0,409.0,12.6,11.4,1.114,147.3,169.0,0.615,71.9,0.1,Run
11,11,Lap 11,2025-01-04T11:59:04Z,0.509,100.0,100.0,18.32,0.0,0.509,150.8,164.0,0.639,73.6,0.04,Run
