lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-12-04T18:07:23Z,1.0,357.0,357.0,10.08,15.0,1.15,149.0,161.0,0.627,72.7,0.13,Run
2,2,Lap 2,2025-12-04T18:13:22Z,1.0,735.0,735.0,4.9,129.4,2.294,158.0,173.0,0.687,77.1,0.34,Run
3,3,Lap 3,2025-12-04T18:25:38Z,0.619,459.0,459.0,4.86,70.4,1.323,138.5,160.0,0.557,67.6,0.13,Run
4,4,Lap 4,2025-12-04T18:33:17Z,1.0,517.0,517.0,6.95,58.8,1.588,145.8,168.0,0.605,71.1,0.18,Run
5,5,Lap 5,2025-12-04T18:41:55Z,1.0,609.0,609.0,5.9,69.2,1.692,146.6,163.0,0.611,71.5,0.21,Run
6,6,Lap 6,2025-12-04T18:52:04Z,1.0,352.0,352.0,10.22,10.6,1.106,145.3,167.0,0.602,70.9,0.12,Run
7,7,Lap 7,2025-12-04T18:57:57Z,1.0,356.0,356.0,10.12,20.6,1.206,147.7,161.0,0.618,72.0,0.13,Run
8,8,Lap 8,2025-12-04T19:03:53Z,1.0,451.0,451.0,7.99,10.0,1.1,141.9,167.0,0.579,69.2,0.14,Run
9,9,Lap 9,2025-12-04T19:11:25Z,0.55,245.0,244.0,8.1,0.0,0.55,140.1,154.0,0.567,68.3,0.07,Run
10,10,Lap 10,2025-12-04T19:15:29Z,1.0,379.0,379.0,9.5,5.6,1.056,137.2,149.0,0.548,66.9,0.11,Run
11,11,Lap 11,2025-12-04T19:21:49Z,0.262,97.0,97.0,9.72,11.2,0.374,144.8,149.0,0.599,70.6,0.03,Run
