lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-10-04T06:15:58Z,3.548,3191.0,3191.0,4.0,517.2,8.72,127.9,168.0,0.486,62.4,0.7,Recovery
2,2,Lap 2,2025-10-04T07:09:10Z,1.367,1415.0,2158.0,3.49,238.2,3.749,148.6,165.0,0.624,72.5,0.52,Run
3,3,Lap 3,2025-10-04T07:45:09Z,3.424,1596.0,1596.0,7.74,25.2,3.676,147.8,161.0,0.619,72.1,0.58,Run
4,4,Lap 4,2025-10-04T08:11:45Z,0.951,823.0,823.0,4.18,115.2,2.103,142.7,167.0,0.585,69.6,0.26,Run
5,5,Lap 5,2025-10-04T08:25:29Z,3.372,3167.0,3167.0,3.82,331.8,6.69,137.6,163.0,0.551,67.1,0.89,Run
6,6,Lap 6,2025-10-04T09:18:16Z,0.029,177.0,177.0,0.58,3.6,0.065,144.5,154.0,0.597,70.5,0.06,Run
7,7,Lap 7,2025-10-04T09:21:13Z,1.158,805.0,805.0,5.18,2.2,1.18,142.9,156.0,0.586,69.7,0.26,Run
8,8,Lap 8,2025-10-04T09:34:38Z,0.316,509.0,910.0,2.23,26.0,0.576,129.9,150.0,0.499,63.4,0.12,Recovery
9,9,Lap 9,2025-10-04T09:49:49Z,4.67,4857.0,4857.0,3.46,294.8,7.618,148.2,173.0,0.621,72.3,1.77,Run
10,10,Lap 10,2025-10-04T11:10:47Z,9.5,6689.0,8798.0,5.11,159.4,11.094,134.3,159.0,0.529,65.5,1.73,Run
11,11,Lap 11,2025-10-04T13:37:25Z,0.558,482.0,1299.0,4.18,19.0,0.748,116.3,132.0,0.409,56.7,0.08,Recovery
12,12,Lap 12,2025-10-04T13:59:04Z,6.316,4494.0,4494.0,5.08,285.6,9.172,136.6,156.0,0.544,66.6,1.24,Run
