lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2024-08-04T19:44:07Z,1.0,333.0,333.0,10.8,7.0,1.07,111.0,124.0,0.373,54.1,0.05,Recovery
2,2,Lap 2,2024-08-04T19:49:42Z,1.0,316.0,316.0,11.38,6.3,1.063,120.7,124.0,0.438,58.9,0.06,Recovery
3,3,Lap 3,2024-08-04T19:55:00Z,1.0,324.0,324.0,11.12,9.2,1.092,124.8,130.0,0.465,60.9,0.07,Recovery
4,4,Lap 4,2024-08-04T20:00:25Z,1.0,332.0,332.0,10.84,23.5,1.235,130.0,133.0,0.5,63.4,0.08,Run
5,5,Lap 5,2024-08-04T20:05:57Z,1.0,321.0,321.0,11.23,7.7,1.077,136.8,154.0,0.545,66.7,0.09,Run
6,6,Lap 6,2024-08-04T20:11:19Z,1.0,321.0,321.0,11.23,3.7,1.037,149.9,164.0,0.633,73.1,0.12,Run
7,7,Lap 7,2024-08-04T20:16:40Z,1.0,342.0,342.0,10.51,28.8,1.288,158.4,169.0,0.689,77.3,0.16,Run
8,8,Lap 8,2024-08-04T20:22:23Z,1.0,346.0,346.0,10.4,28.1,1.281,154.7,170.0,0.665,75.5,0.15,Run
9,9,Lap 9,2024-08-04T20:28:10Z,1.0,339.0,339.0,10.62,11.2,1.112,148.4,166.0,0.623,72.4,0.12,Run
10,10,Lap 10,2024-08-04T20:33:49Z,1.0,352.0,352.0,10.22,15.0,1.15,157.2,170.0,0.681,76.7,0.16,Run
11,11,Lap 11,2024-08-04T20:39:41Z,0.009,3.0,3.0,10.55,0.0,0.009,154.0,154.0,0.66,75.1,0.0,Run
