lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-07-19T13:48:18Z,5.0,868.0,868.0,20.74,117.2,6.172,135.0,150.0,0.533,65.9,0.23,Run
2,2,Lap 2,2025-07-19T14:02:48Z,5.0,1011.0,1011.0,17.82,150.0,6.5,139.3,150.0,0.562,68.0,0.3,Run
3,3,Lap 3,2025-07-19T14:19:42Z,5.0,913.0,913.0,19.73,92.2,5.922,125.9,141.0,0.473,61.4,0.19,Recovery
4,4,Lap 4,2025-07-19T14:34:57Z,5.0,614.0,614.0,29.3,6.4,5.064,116.7,130.0,0.411,56.9,0.1,Recovery
5,5,Lap 5,2025-07-19T14:45:14Z,5.0,1423.0,1423.0,12.64,203.2,7.032,127.6,142.0,0.484,62.2,0.31,Recovery
6,6,Lap 6,2025-07-19T15:08:57Z,5.0,1573.0,1573.0,11.45,297.4,7.974,133.6,153.0,0.524,65.2,0.4,Run
7,7,Lap 7,2025-07-19T15:35:07Z,5.0,1238.0,2818.0,14.54,163.8,6.638,137.8,179.0,0.552,67.2,0.35,Run
8,8,Lap 8,2025-07-19T16:22:03Z,5.0,505.0,505.0,35.64,0.0,5.0,120.6,145.0,0.437,58.8,0.09,Recovery
9,9,Lap 9,2025-07-19T16:30:29Z,5.0,622.0,622.0,28.94,2.6,5.026,120.4,149.0,0.436,58.7,0.11,Recovery
10,10,Lap 10,2025-07-19T16:40:51Z,5.0,585.0,585.0,30.78,2.6,5.026,136.3,166.0,0.542,66.5,0.16,Run
11,11,Lap 11,2025-07-19T16:50:37Z,5.0,506.0,506.0,35.57,5.2,5.052,137.0,154.0,0.547,66.8,0.14,Run
12,12,Lap 12,2025-07-19T16:59:05Z,5.0,431.0,431.0,41.76,0.0,5.0,147.6,167.0,0.617,72.0,0.15,Run
13,13,Lap 13,2025-07-19T17:06:17Z,5.0,454.0,454.0,39.64,5.6,5.056,153.1,177.0,0.654,74.7,0.19,Run
14,14,Lap 14,2025-07-19T17:13:49Z,0.179,30.0,30.0,21.53,0.0,0.179,135.7,137.0,0.538,66.2,0.01,Run
