lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2024-06-03T10:11:58Z,1.0,331.0,346.0,10.87,2.2,1.022,132.2,145.0,0.515,64.5,0.08,Run
2,2,Lap 2,2024-06-03T10:17:46Z,1.0,331.0,331.0,10.87,0.0,1.0,149.8,153.0,0.632,73.1,0.13,Run
3,3,Lap 3,2024-06-03T10:23:18Z,1.0,318.0,318.0,11.3,3.0,1.03,146.9,153.0,0.613,71.7,0.11,Run
4,4,Lap 4,2024-06-03T10:28:36Z,1.0,320.0,320.0,11.27,0.0,1.0,155.9,168.0,0.673,76.0,0.14,Run
5,5,Lap 5,2024-06-03T10:33:57Z,1.0,328.0,328.0,10.98,5.6,1.056,168.4,172.0,0.756,82.1,0.19,Run
6,6,Lap 6,2024-06-03T10:39:25Z,1.0,327.0,327.0,11.02,5.0,1.05,170.1,173.0,0.767,83.0,0.19,Run
7,7,Lap 7,2024-06-03T10:44:53Z,1.0,310.0,310.0,11.63,0.0,1.0,172.3,175.0,0.782,84.0,0.19,Run
8,8,Lap 8,2024-06-03T10:50:03Z,1.0,322.0,322.0,11.2,0.0,1.0,174.6,178.0,0.797,85.2,0.21,Run
9,9,Lap 9,2024-06-03T10:55:26Z,1.0,330.0,330.0,10.91,5.4,1.054,173.7,177.0,0.791,84.7,0.21,Run
10,10,Lap 10,2024-06-03T11:00:56Z,0.892,307.0,328.0,10.48,4.0,0.932,171.7,178.0,0.778,83.8,0.19,Run
