lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2026-01-13T09:38:29Z,1.896,1009.0,1009.0,6.77,13.2,2.028,105.7,132.0,0.338,51.6,0.12,Recovery
2,2,Lap 2,2026-01-13T09:51:03Z,2.291,998.0,998.0,8.28,12.8,2.419,110.5,140.0,0.37,53.9,0.13,Recovery
3,3,Lap 3,2026-01-13T10:08:21Z,3.051,1197.0,1197.0,9.18,12.8,3.179,108.2,133.0,0.355,52.8,0.15,Recovery
4,4,Lap 4,2026-01-13T10:31:13Z,2.221,1085.0,1085.0,7.38,10.0,2.321,98.1,143.0,0.287,47.9,0.1,Recovery
5,5,Lap 5,2026-01-13T10:46:58Z,5.199,1793.0,1793.0,10.44,12.8,5.327,107.2,131.0,0.348,52.3,0.22,Recovery
6,6,Lap 6,2026-01-13T11:12:37Z,0.343,400.0,400.0,3.1,13.0,0.473,87.7,102.0,0.218,42.8,0.02,Recovery
7,7,Lap 7,2026-01-13T11:21:30Z,2.381,1122.0,1122.0,7.63,17.0,2.551,108.9,150.0,0.359,53.1,0.14,Recovery
8,8,Lap 8,2026-01-13T11:43:08Z,4.588,3807.0,3807.0,4.36,14.2,4.73,108.3,140.0,0.355,52.8,0.48,Recovery
9,9,Lap 9,2026-01-13T12:43:39Z,0.361,484.0,484.0,2.7,8.2,0.443,96.3,106.0,0.275,47.0,0.04,Recovery
10,10,Lap 10,2026-01-13T12:55:05Z,0.747,743.0,743.0,3.6,0.0,0.747,97.4,110.0,0.283,47.5,0.06,Recovery
11,11,Lap 11,2026-01-13T13:05:28Z,2.527,1483.0,1483.0,6.12,18.8,2.715,114.6,153.0,0.397,55.9,0.22,Recovery
12,12,Lap 12,2026-01-13T13:27:02Z,0.37,549.0,549.0,2.41,42.0,0.79,109.8,126.0,0.365,53.6,0.07,Recovery
