lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2024-06-24T19:14:07Z,1.0,304.0,304.0,11.84,3.8,1.038,137.3,146.0,0.549,67.0,0.09,Run
2,2,Lap 2,2024-06-24T19:19:13Z,1.0,315.0,315.0,11.41,19.0,1.19,159.1,172.0,0.694,77.6,0.15,Run
3,3,Lap 3,2024-06-24T19:24:29Z,1.0,316.0,316.0,11.38,6.4,1.064,163.0,173.0,0.72,79.5,0.16,Run
4,4,Lap 4,2024-06-24T19:29:46Z,1.0,302.0,302.0,11.92,0.0,1.0,154.8,167.0,0.665,75.5,0.13,Run
5,5,Lap 5,2024-06-24T19:34:48Z,1.0,307.0,307.0,11.74,0.0,1.0,165.6,170.0,0.737,80.8,0.17,Run
6,6,Lap 6,2024-06-24T19:39:55Z,1.0,329.0,329.0,10.94,4.0,1.04,164.7,169.0,0.731,80.3,0.17,Run
7,7,Lap 7,2024-06-24T19:45:24Z,1.0,347.0,347.0,10.37,25.4,1.254,168.7,175.0,0.758,82.3,0.2,Run
8,8,Lap 8,2024-06-24T19:51:11Z,1.0,352.0,352.0,10.22,19.6,1.196,167.1,174.0,0.747,81.5,0.2,Run
9,9,Lap 9,2024-06-24T19:57:04Z,1.0,364.0,364.0,9.9,20.4,1.204,162.1,170.0,0.714,79.1,0.18,Run
10,10,Lap 10,2024-06-24T20:03:09Z,1.0,377.0,377.0,9.54,10.0,1.1,158.2,166.0,0.688,77.2,0.17,Run
11,11,Lap 11,2024-06-24T20:09:27Z,0.228,88.0,88.0,9.32,0.0,0.228,156.8,163.0,0.679,76.5,0.04,Run
