lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-07-14T08:17:22Z,1.0,962.0,962.0,3.74,158.8,2.588,117.9,139.0,0.419,57.5,0.16,Recovery
2,2,Lap 2,2025-07-14T08:33:26Z,1.0,968.0,968.0,3.71,159.2,2.592,138.8,153.0,0.559,67.7,0.28,Run
3,3,Lap 3,2025-07-14T08:49:35Z,1.0,827.0,827.0,4.36,136.8,2.368,130.8,144.0,0.505,63.8,0.2,Run
4,4,Lap 4,2025-07-14T09:03:22Z,1.0,730.0,730.0,4.93,30.2,1.302,120.5,144.0,0.437,58.8,0.13,Recovery
5,5,Lap 5,2025-07-14T09:15:32Z,1.0,722.0,722.0,5.0,0.0,1.0,118.6,148.0,0.424,57.9,0.12,Recovery
6,6,Lap 6,2025-07-14T09:27:34Z,1.0,833.0,833.0,4.32,49.0,1.49,111.1,131.0,0.374,54.2,0.11,Recovery
7,7,Lap 7,2025-07-14T09:41:28Z,1.0,771.0,771.0,4.68,23.4,1.234,108.0,130.0,0.353,52.7,0.1,Recovery
8,8,Lap 8,2025-07-14T09:54:20Z,1.0,749.0,749.0,4.82,10.8,1.108,118.4,138.0,0.423,57.8,0.13,Recovery
9,9,Lap 9,2025-07-14T10:06:49Z,1.0,996.0,996.0,3.6,152.6,2.526,136.4,150.0,0.543,66.5,0.27,Run
10,10,Lap 10,2025-07-14T10:23:26Z,1.0,1338.0,1338.0,2.7,265.4,3.654,139.6,155.0,0.564,68.1,0.4,Run
11,11,Lap 11,2025-07-14T10:45:45Z,1.0,2367.0,2367.0,1.51,117.2,2.172,123.6,151.0,0.457,60.3,0.46,Recovery
12,12,Lap 12,2025-07-14T11:25:13Z,1.0,1290.0,1290.0,2.81,197.6,2.976,124.9,164.0,0.466,60.9,0.26,Recovery
13,13,Lap 13,2025-07-14T11:46:43Z,1.0,1166.0,1166.0,3.1,214.0,3.14,156.0,174.0,0.673,76.1,0.51,Run
14,14,Lap 14,2025-07-14T12:06:10Z,1.0,1323.0,1323.0,2.74,107.6,2.076,123.8,163.0,0.459,60.4,0.26,Recovery
15,15,Lap 15,2025-07-14T12:28:13Z,1.0,1364.0,1364.0,2.63,60.8,1.608,120.5,154.0,0.437,58.8,0.24,Recovery
16,16,Lap 16,2025-07-14T12:50:58Z,1.0,795.0,795.0,4.54,66.4,1.664,141.6,162.0,0.577,69.1,0.25,Run
17,17,Lap 17,2025-07-14T13:04:13Z,1.0,1393.0,1393.0,2.59,104.6,2.046,127.3,168.0,0.482,62.1,0.3,Recovery
18,18,Lap 18,2025-07-14T13:27:27Z,1.0,808.0,808.0,4.46,39.4,1.394,137.7,163.0,0.551,67.2,0.23,Run
19,19,Lap 19,2025-07-14T13:40:55Z,1.0,1055.0,1055.0,3.42,11.6,1.116,140.0,168.0,0.567,68.3,0.32,Run
20,20,Lap 20,2025-07-14T13:58:30Z,1.0,1073.0,1073.0,3.35,140.2,2.402,143.3,165.0,0.589,69.9,0.35,Run
21,21,Lap 21,2025-07-14T14:16:24Z,1.0,1264.0,1264.0,2.84,271.6,3.716,163.2,178.0,0.721,79.6,0.65,Run
22,22,Lap 22,2025-07-14T14:37:29Z,1.0,1289.0,1289.0,2.81,195.0,2.95,151.6,167.0,0.644,74.0,0.51,Run
23,23,Lap 23,2025-07-14T14:58:58Z,1.0,1782.0,1782.0,2.02,38.4,1.384,120.3,147.0,0.435,58.7,0.32,Recovery
24,24,Lap 24,2025-07-14T15:28:41Z,1.0,831.0,831.0,4.32,26.2,1.262,144.5,157.0,0.597,70.5,0.28,Run
25,25,Lap 25,2025-07-14T15:42:32Z,0.055,770.0,770.0,0.25,0.0,0.055,134.0,141.0,0.527,65.4,0.2,Run
26,26,Lap 26,2025-07-14T15:55:22Z,0.026,499.0,499.0,0.18,11.0,0.136,103.1,126.0,0.321,50.3,0.05,Recovery
27,27,Lap 27,2025-07-14T16:03:41Z,1.0,710.0,710.0,5.08,21.4,1.214,138.8,152.0,0.559,67.7,0.21,Run
28,28,Lap 28,2025-07-14T16:15:32Z,1.0,510.0,510.0,7.06,13.0,1.13,152.9,162.0,0.653,74.6,0.21,Run
29,29,Lap 29,2025-07-14T16:24:03Z,1.0,393.0,393.0,9.14,2.2,1.022,145.1,157.0,0.601,70.8,0.13,Run
30,30,Lap 30,2025-07-14T16:30:36Z,1.0,731.0,731.0,4.93,0.0,1.0,136.9,153.0,0.546,66.8,0.2,Run
31,31,Lap 31,2025-07-14T16:42:47Z,1.0,696.0,696.0,5.18,0.0,1.0,137.2,158.0,0.548,66.9,0.19,Run
32,32,Lap 32,2025-07-14T16:54:23Z,1.0,1239.0,1239.0,2.92,8.6,1.086,139.3,157.0,0.562,68.0,0.36,Run
33,33,Lap 33,2025-07-14T17:15:02Z,1.0,775.0,775.0,4.64,0.0,1.0,127.6,149.0,0.484,62.2,0.17,Recovery
34,34,Lap 34,2025-07-14T17:27:58Z,1.0,535.0,535.0,6.73,0.0,1.0,129.6,144.0,0.497,63.2,0.12,Recovery
35,35,Lap 35,2025-07-14T17:36:54Z,0.403,249.0,258.0,5.83,0.0,0.403,137.7,150.0,0.551,67.2,0.07,Run
