lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-07-08T19:04:34Z,0.5,222.0,222.0,8.1,5.6,0.556,126.0,140.0,0.473,61.5,0.05,Recovery
2,2,Lap 2,2025-07-08T19:08:18Z,0.5,527.0,527.0,3.42,15.0,0.65,134.7,159.0,0.531,65.7,0.14,Run
3,3,Lap 3,2025-07-08T19:17:08Z,0.5,349.0,349.0,5.15,6.8,0.568,133.3,150.0,0.522,65.0,0.09,Run
4,4,Lap 4,2025-07-08T19:22:58Z,0.5,883.0,883.0,2.05,16.3,0.663,131.8,158.0,0.512,64.3,0.21,Run
5,5,Lap 5,2025-07-08T19:37:43Z,0.5,220.0,220.0,8.17,3.4,0.534,113.6,161.0,0.391,55.4,0.03,Recovery
6,6,Lap 6,2025-07-08T19:41:28Z,0.5,299.0,299.0,6.01,2.0,0.52,114.5,131.0,0.397,55.9,0.05,Recovery
7,7,Lap 7,2025-07-08T19:46:20Z,0.5,274.0,274.0,6.55,0.0,0.5,85.6,117.0,0.204,41.8,0.01,Recovery
8,8,Lap 8,2025-07-08T19:50:58Z,0.5,284.0,284.0,6.34,2.5,0.525,116.8,153.0,0.412,57.0,0.05,Recovery
9,9,Lap 9,2025-07-08T19:55:41Z,0.5,210.0,210.0,8.57,0.4,0.504,138.2,157.0,0.555,67.4,0.06,Run
10,10,Lap 10,2025-07-08T19:59:13Z,0.5,564.0,564.0,3.2,1.3,0.513,121.0,151.0,0.44,59.0,0.1,Recovery
