lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-03-05T17:02:15Z,1.0,369.0,405.0,9.76,8.2,1.082,126.4,137.0,0.476,61.7,0.08,Recovery
2,2,Lap 2,2025-03-05T17:09:02Z,1.0,369.0,369.0,9.76,0.0,1.0,135.7,139.0,0.538,66.2,0.1,Run
3,3,Lap 3,2025-03-05T17:15:11Z,1.0,371.0,371.0,9.72,2.6,1.026,137.6,142.0,0.551,67.1,0.1,Run
4,4,Lap 4,2025-03-05T17:21:23Z,1.0,382.0,382.0,9.43,0.0,1.0,138.0,143.0,0.553,67.3,0.11,Run
5,5,Lap 5,2025-03-05T17:27:45Z,1.0,382.0,382.0,9.43,0.0,1.0,138.2,142.0,0.555,67.4,0.11,Run
6,6,Lap 6,2025-03-05T17:34:07Z,1.0,398.0,398.0,9.04,0.0,1.0,135.6,138.0,0.537,66.1,0.11,Run
7,7,Lap 7,2025-03-05T17:40:46Z,1.0,395.0,395.0,9.11,0.0,1.0,136.6,140.0,0.544,66.6,0.11,Run
8,8,Lap 8,2025-03-05T17:47:22Z,1.0,383.0,383.0,9.4,2.0,1.02,136.3,142.0,0.542,66.5,0.1,Run
9,9,Lap 9,2025-03-05T17:53:45Z,1.0,392.0,392.0,9.18,0.0,1.0,136.8,142.0,0.545,66.7,0.11,Run
10,10,Lap 10,2025-03-05T18:00:18Z,1.0,398.0,398.0,9.04,5.0,1.05,137.9,141.0,0.553,67.3,0.11,Run
11,11,Lap 11,2025-03-05T18:06:57Z,0.081,32.0,32.0,9.07,0.0,0.081,137.5,139.0,0.55,67.1,0.01,Run
