lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-11-26T16:38:59Z,0.05,81.0,81.0,2.23,0.0,0.05,115.0,126.0,0.4,56.1,0.01,Recovery
2,2,Lap 2,2025-11-26T16:40:21Z,0.0,149.0,149.0,0.0,0.0,0.0,115.1,142.0,0.401,56.1,0.02,Recovery
3,3,Lap 3,2025-11-26T16:42:51Z,0.1,155.0,155.0,2.34,0.0,0.1,124.4,143.0,0.463,60.7,0.03,Recovery
4,4,Lap 4,2025-11-26T16:45:26Z,0.0,16.0,16.0,0.0,0.0,0.0,141.0,141.0,0.573,68.8,0.0,Run
5,5,Lap 5,2025-11-26T16:45:42Z,0.025,15.0,15.0,6.01,0.0,0.025,134.3,141.0,0.529,65.5,0.0,Run
6,6,Lap 6,2025-11-26T16:45:57Z,0.0,58.0,58.0,0.0,0.0,0.0,111.0,120.0,0.373,54.1,0.01,Recovery
7,7,Lap 7,2025-11-26T16:46:56Z,0.4,605.0,605.0,2.38,0.0,0.4,125.5,135.0,0.47,61.2,0.12,Recovery
8,8,Lap 8,2025-11-26T16:57:01Z,0.0,203.0,203.0,0.0,0.0,0.0,107.7,136.0,0.351,52.5,0.02,Recovery
9,9,Lap 9,2025-11-26T17:00:24Z,0.2,289.0,289.0,2.48,0.0,0.2,129.0,138.0,0.493,62.9,0.07,Recovery
10,10,Lap 10,2025-11-26T17:05:14Z,0.0,68.0,68.0,0.0,0.0,0.0,116.0,131.0,0.407,56.6,0.01,Recovery
11,11,Lap 11,2025-11-26T17:06:22Z,0.4,634.0,634.0,2.27,0.0,0.4,130.8,152.0,0.505,63.8,0.15,Run
12,12,Lap 12,2025-11-26T17:16:57Z,0.0,17.0,17.0,0.0,0.0,0.0,151.1,154.0,0.641,73.7,0.01,Run
13,13,Lap 13,2025-11-26T17:17:15Z,0.025,21.0,21.0,4.28,0.0,0.025,150.0,156.0,0.633,73.2,0.01,Run
14,14,Lap 14,2025-11-26T17:17:36Z,0.0,54.0,54.0,0.0,0.0,0.0,110.8,136.0,0.372,54.0,0.01,Recovery
