lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-05-02T10:17:42Z,5.0,1120.0,2004.0,16.06,26.2,5.262,98.7,120.0,0.291,48.1,0.1,Recovery
2,2,Lap 2,2025-05-02T10:51:10Z,5.0,913.0,913.0,19.73,8.4,5.084,108.7,127.0,0.358,53.0,0.12,Recovery
3,3,Lap 3,2025-05-02T11:06:23Z,5.0,1181.0,4512.0,15.23,28.4,5.284,105.9,129.0,0.339,51.7,0.14,Recovery
4,4,Lap 4,2025-05-02T12:21:36Z,5.0,1008.0,1008.0,17.86,34.4,5.344,116.3,136.0,0.409,56.7,0.16,Recovery
5,5,Lap 5,2025-05-02T12:38:24Z,5.0,1192.0,1192.0,15.08,75.4,5.754,123.3,153.0,0.455,60.1,0.23,Recovery
6,6,Lap 6,2025-05-02T12:58:19Z,5.0,1255.0,1255.0,14.33,28.0,5.28,116.1,135.0,0.407,56.6,0.2,Recovery
7,7,Lap 7,2025-05-02T13:19:12Z,5.0,1167.0,1167.0,15.41,61.0,5.61,128.2,169.0,0.488,62.5,0.26,Recovery
8,8,Lap 8,2025-05-02T13:38:39Z,5.0,923.0,2080.0,19.51,46.8,5.468,132.2,154.0,0.515,64.5,0.23,Run
9,9,Lap 9,2025-05-02T14:13:20Z,5.0,769.0,1667.0,23.4,49.0,5.49,142.4,172.0,0.583,69.5,0.24,Run
10,10,Lap 10,2025-05-02T14:41:10Z,1.287,217.0,217.0,21.35,3.2,1.319,138.1,149.0,0.554,67.4,0.06,Run
