lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-02-02T09:57:37Z,4.092,1336.0,1336.0,11.02,8.0,4.172,109.8,147.0,0.365,53.6,0.17,Recovery
2,2,Lap 2,2025-02-02T10:28:18Z,1.812,851.0,851.0,7.67,11.4,1.926,110.4,141.0,0.369,53.9,0.11,Recovery
3,3,Lap 3,2025-02-02T10:36:04Z,0.373,200.0,200.0,6.7,10.0,0.473,79.4,99.0,0.163,38.7,0.01,Recovery
4,4,Lap 4,2025-02-02T10:49:29Z,0.78,937.0,937.0,2.99,9.8,0.878,111.8,137.0,0.379,54.5,0.13,Recovery
5,5,Lap 5,2025-02-02T10:58:55Z,0.972,611.0,611.0,5.72,10.2,1.074,106.0,152.0,0.34,51.7,0.07,Recovery
6,6,Lap 6,2025-02-02T11:08:11Z,1.953,1108.0,1108.0,6.34,11.8,2.071,104.0,139.0,0.327,50.7,0.12,Recovery
7,7,Lap 7,2025-02-02T11:28:21Z,1.975,1055.0,1055.0,6.73,6.0,2.035,108.0,166.0,0.353,52.7,0.13,Recovery
8,8,Lap 8,2025-02-02T11:41:10Z,4.22,1002.0,1002.0,15.16,10.8,4.328,104.9,138.0,0.333,51.2,0.11,Recovery
9,9,Lap 9,2025-02-02T12:04:36Z,3.491,1298.0,1298.0,9.68,10.6,3.597,116.8,152.0,0.412,57.0,0.21,Recovery
10,10,Lap 10,2025-02-02T12:24:15Z,1.895,824.0,824.0,8.28,11.8,2.013,88.3,116.0,0.222,43.1,0.05,Recovery
11,11,Lap 11,2025-02-02T12:37:34Z,2.222,916.0,916.0,8.75,11.2,2.334,110.5,135.0,0.37,53.9,0.12,Recovery
12,12,Lap 12,2025-02-02T12:53:36Z,4.367,1934.0,1934.0,8.14,10.6,4.473,119.9,167.0,0.433,58.5,0.34,Recovery
13,13,Lap 13,2025-02-02T13:25:07Z,1.264,702.0,702.0,6.48,11.0,1.374,124.2,146.0,0.461,60.6,0.14,Recovery
14,14,Lap 14,2025-02-02T13:37:44Z,5.031,2335.0,2335.0,7.74,0.0,5.031,99.9,146.0,0.299,48.7,0.22,Recovery
