lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-07-27T06:58:25Z,1.0,231.0,231.0,15.59,16.4,1.164,152.4,176.0,0.649,74.3,0.09,Run
2,2,Lap 2,2025-07-27T07:02:18Z,1.0,294.0,294.0,12.24,38.4,1.384,179.9,186.0,0.833,87.8,0.22,Run
3,3,Lap 3,2025-07-27T07:07:12Z,1.0,295.0,295.0,12.2,13.0,1.13,177.0,184.0,0.813,86.3,0.2,Run
4,4,Lap 4,2025-07-27T07:12:08Z,1.0,318.0,318.0,11.3,49.4,1.494,175.9,183.0,0.806,85.8,0.21,Run
5,5,Lap 5,2025-07-27T07:17:26Z,1.0,286.0,286.0,12.6,10.4,1.104,171.6,177.0,0.777,83.7,0.18,Run
6,6,Lap 6,2025-07-27T07:22:13Z,1.0,284.0,284.0,12.67,5.6,1.056,168.4,173.0,0.756,82.1,0.16,Run
7,7,Lap 7,2025-07-27T07:26:57Z,1.0,320.0,320.0,11.27,4.4,1.044,167.7,180.0,0.751,81.8,0.18,Run
8,8,Lap 8,2025-07-27T07:32:18Z,1.0,398.0,398.0,9.04,40.4,1.404,175.3,183.0,0.802,85.5,0.26,Run
9,9,Lap 9,2025-07-27T07:38:57Z,1.0,333.0,333.0,10.8,34.0,1.34,172.0,181.0,0.78,83.9,0.21,Run
10,10,Lap 10,2025-07-27T07:44:31Z,1.0,368.0,368.0,9.79,60.0,1.6,172.7,180.0,0.785,84.2,0.23,Run
11,11,Lap 11,2025-07-27T07:50:39Z,1.0,311.0,311.0,11.59,23.8,1.238,169.5,177.0,0.763,82.7,0.18,Run
12,12,Lap 12,2025-07-27T07:55:51Z,1.0,399.0,399.0,9.04,36.6,1.366,158.7,169.0,0.691,77.4,0.18,Run
13,13,Lap 13,2025-07-27T08:02:30Z,1.0,300.0,300.0,11.99,14.4,1.144,162.1,173.0,0.714,79.1,0.15,Run
14,14,Lap 14,2025-07-27T08:07:31Z,1.0,293.0,293.0,12.28,4.2,1.042,162.1,167.0,0.714,79.1,0.15,Run
15,15,Lap 15,2025-07-27T08:12:25Z,1.0,363.0,363.0,9.9,59.2,1.592,169.2,177.0,0.761,82.5,0.21,Run
16,16,Lap 16,2025-07-27T08:18:28Z,1.0,284.0,284.0,12.67,9.2,1.092,165.9,171.0,0.739,80.9,0.15,Run
17,17,Lap 17,2025-07-27T08:23:13Z,1.0,367.0,367.0,9.79,48.2,1.482,169.8,178.0,0.765,82.8,0.22,Run
18,18,Lap 18,2025-07-27T08:29:20Z,1.0,381.0,381.0,9.43,54.4,1.544,168.7,180.0,0.758,82.3,0.22,Run
19,19,Lap 19,2025-07-27T08:35:41Z,1.0,372.0,372.0,9.68,22.0,1.22,163.8,173.0,0.725,79.9,0.19,Run
20,20,Lap 20,2025-07-27T08:41:54Z,1.0,329.0,329.0,10.94,15.0,1.15,165.6,174.0,0.737,80.8,0.18,Run
21,21,Lap 21,2025-07-27T08:47:23Z,1.0,357.0,357.0,10.08,41.0,1.41,168.8,172.0,0.759,82.3,0.21,Run
22,22,Lap 22,2025-07-27T08:53:20Z,1.0,329.0,329.0,10.94,16.8,1.168,165.8,170.0,0.739,80.9,0.18,Run
23,23,Lap 23,2025-07-27T08:58:50Z,1.0,353.0,353.0,10.19,33.0,1.33,167.9,173.0,0.753,81.9,0.2,Run
24,24,Lap 24,2025-07-27T09:04:43Z,1.0,321.0,321.0,11.23,13.4,1.134,165.8,170.0,0.739,80.9,0.17,Run
25,25,Lap 25,2025-07-27T09:10:05Z,0.584,169.0,169.0,12.46,16.4,0.748,175.3,181.0,0.802,85.5,0.11,Run
