lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2026-02-28T10:05:37Z,0.702,423.0,423.0,5.98,2.0,0.722,100.8,122.0,0.305,49.2,0.04,Recovery
2,2,Lap 2,2026-02-28T10:12:41Z,0.0,9.0,9.0,0.14,0.0,0.0,112.0,116.0,0.38,54.6,0.0,Recovery
3,3,Lap 3,2026-02-28T10:12:52Z,0.696,270.0,270.0,9.29,6.4,0.76,108.2,124.0,0.355,52.8,0.03,Recovery
4,4,Lap 4,2026-02-28T10:22:33Z,0.973,938.0,938.0,3.74,7.0,1.043,98.7,147.0,0.291,48.1,0.08,Recovery
5,5,Lap 5,2026-02-28T10:33:00Z,2.107,1050.0,1050.0,7.24,11.0,2.217,110.9,129.0,0.373,54.1,0.14,Recovery
6,6,Lap 6,2026-02-28T11:21:13Z,0.66,2319.0,2319.0,1.01,0.0,0.66,129.4,158.0,0.496,63.1,0.53,Recovery
7,7,Lap 7,2026-02-28T11:29:11Z,0.486,308.0,308.0,5.69,0.0,0.486,142.6,161.0,0.584,69.6,0.1,Run
8,8,Lap 8,2026-02-28T11:34:20Z,5.771,863.0,863.0,24.08,14.2,5.913,143.0,168.0,0.587,69.8,0.28,Run
9,9,Lap 9,2026-02-28T12:00:58Z,0.199,121.0,121.0,5.94,0.0,0.199,111.5,120.0,0.377,54.4,0.02,Recovery
10,10,Lap 10,2026-02-28T12:02:37Z,0.007,27.0,27.0,0.9,0.0,0.007,110.0,123.0,0.367,53.7,0.0,Recovery
11,11,Lap 11,2026-02-28T12:03:04Z,0.852,580.0,580.0,5.29,0.0,0.852,111.7,124.0,0.378,54.5,0.08,Recovery
12,12,Lap 12,2026-02-28T12:12:44Z,1.561,966.0,966.0,5.83,13.0,1.691,114.7,146.0,0.398,56.0,0.15,Recovery
13,13,Lap 13,2026-02-28T12:34:58Z,1.598,892.0,892.0,6.44,9.8,1.696,106.9,123.0,0.346,52.1,0.11,Recovery
14,14,Lap 14,2026-02-28T12:50:01Z,1.964,797.0,797.0,8.86,10.4,2.068,116.1,137.0,0.407,56.6,0.13,Recovery
15,15,Lap 15,2026-02-28T13:05:09Z,2.041,1152.0,1152.0,6.37,0.0,2.041,112.3,131.0,0.382,54.8,0.16,Recovery
16,16,Lap 16,2026-02-28T13:16:14Z,1.729,851.0,851.0,7.31,11.0,1.839,106.5,134.0,0.343,52.0,0.1,Recovery
17,17,Lap 17,2026-02-28T14:30:38Z,2.891,4906.0,4906.0,2.12,13.0,3.021,118.7,157.0,0.425,57.9,0.84,Recovery
18,18,Lap 18,2026-02-28T15:01:53Z,3.976,1930.0,1930.0,7.42,10.6,4.082,114.5,132.0,0.397,55.9,0.29,Recovery
19,19,Lap 19,2026-02-28T15:28:51Z,0.187,534.0,534.0,1.26,0.0,0.187,114.8,136.0,0.399,56.0,0.08,Recovery
20,20,Lap 20,2026-02-28T15:33:15Z,0.235,72.0,72.0,11.77,0.0,0.235,117.2,127.0,0.415,57.2,0.01,Recovery
21,21,Lap 21,2026-02-28T15:34:28Z,0.003,397.0,397.0,0.04,0.0,0.003,133.0,179.0,0.52,64.9,0.1,Run
22,22,Lap 22,2026-02-28T15:41:06Z,1.629,718.0,718.0,8.17,8.0,1.709,110.8,130.0,0.372,54.0,0.1,Recovery
23,23,Lap 23,2026-02-28T16:05:14Z,3.775,2017.0,2017.0,6.73,0.0,3.775,113.2,138.0,0.388,55.2,0.29,Recovery
