lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2024-08-01T07:25:31Z,1.0,365.0,365.0,9.86,7.0,1.07,134.1,147.0,0.527,65.4,0.09,Run
2,2,Lap 2,2024-08-01T07:31:38Z,1.0,353.0,353.0,10.19,6.4,1.064,145.9,152.0,0.606,71.2,0.12,Run
3,3,Lap 3,2024-08-01T07:37:32Z,1.0,347.0,347.0,10.37,9.2,1.092,148.5,159.0,0.623,72.4,0.13,Run
4,4,Lap 4,2024-08-01T07:43:19Z,1.0,372.0,372.0,9.68,23.5,1.235,155.3,161.0,0.669,75.8,0.16,Run
5,5,Lap 5,2024-08-01T07:49:32Z,1.0,363.0,363.0,9.9,9.5,1.095,153.4,160.0,0.656,74.8,0.15,Run
6,6,Lap 6,2024-08-01T07:55:35Z,1.0,352.0,352.0,10.22,0.0,1.0,153.7,157.0,0.658,75.0,0.15,Run
7,7,Lap 7,2024-08-01T08:01:28Z,1.0,385.0,581.0,9.36,17.4,1.174,143.6,158.0,0.591,70.0,0.13,Run
8,8,Lap 8,2024-08-01T08:11:09Z,1.0,405.0,405.0,8.89,22.2,1.222,153.0,165.0,0.653,74.6,0.16,Run
9,9,Lap 9,2024-08-01T08:17:55Z,1.0,392.0,392.0,9.18,21.2,1.212,154.0,165.0,0.66,75.1,0.16,Run
10,10,Lap 10,2024-08-01T08:24:27Z,1.0,388.0,388.0,9.29,17.4,1.174,159.3,167.0,0.695,77.7,0.18,Run
11,11,Lap 11,2024-08-01T08:30:56Z,1.0,390.0,390.0,9.22,24.9,1.249,150.5,167.0,0.637,73.4,0.15,Run
12,12,Lap 12,2024-08-01T08:37:27Z,0.557,223.0,427.0,9.0,8.5,0.642,152.8,162.0,0.652,74.5,0.09,Run
