lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-06-26T19:14:48Z,0.72,360.0,360.0,7.2,66.4,1.384,138.3,155.0,0.555,67.5,0.1,Run
2,2,Lap 2,2025-06-26T19:20:50Z,0.091,26.0,26.0,12.64,16.8,0.259,147.5,150.0,0.617,72.0,0.01,Run
3,3,Lap 3,2025-06-26T19:21:16Z,0.111,191.0,191.0,2.09,17.2,0.283,152.7,166.0,0.651,74.5,0.08,Run
4,4,Lap 4,2025-06-26T19:24:28Z,0.176,38.0,38.0,16.7,0.0,0.176,135.1,136.0,0.534,65.9,0.01,Run
5,5,Lap 5,2025-06-26T19:25:06Z,0.205,229.0,229.0,3.2,0.0,0.205,141.1,168.0,0.574,68.8,0.07,Run
6,6,Lap 6,2025-06-26T19:28:56Z,0.106,31.0,31.0,12.31,14.6,0.252,140.1,148.0,0.567,68.3,0.01,Run
7,7,Lap 7,2025-06-26T19:29:28Z,0.189,273.0,273.0,2.48,26.4,0.453,151.4,175.0,0.643,73.9,0.11,Run
8,8,Lap 8,2025-06-26T19:34:01Z,0.179,36.0,36.0,17.86,0.0,0.179,134.9,138.0,0.533,65.8,0.01,Run
9,9,Lap 9,2025-06-26T19:34:37Z,0.105,90.0,90.0,4.18,0.0,0.105,145.0,160.0,0.6,70.7,0.03,Run
10,10,Lap 10,2025-06-26T19:36:08Z,0.306,85.0,85.0,12.96,0.0,0.306,150.6,159.0,0.637,73.5,0.03,Run
11,11,Lap 11,2025-06-26T19:37:33Z,1.0,473.0,473.0,7.6,6.0,1.06,156.1,173.0,0.674,76.1,0.21,Run
12,12,Lap 12,2025-06-26T19:45:27Z,0.201,73.0,73.0,9.9,1.0,0.211,154.7,158.0,0.665,75.5,0.03,Run
