lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-08-15T15:23:52Z,1.0,856.0,856.0,4.21,13.6,1.136,139.6,162.0,0.564,68.1,0.25,Run
2,2,Lap 2,2025-08-15T15:38:10Z,0.429,227.0,226.0,6.8,7.4,0.503,147.4,160.0,0.616,71.9,0.08,Run
3,3,Lap 3,2025-08-15T15:41:56Z,0.314,111.0,111.0,10.19,41.4,0.728,169.3,185.0,0.762,82.6,0.06,Run
4,4,Lap 4,2025-08-15T15:43:48Z,0.583,286.0,286.0,7.34,2.2,0.605,152.3,183.0,0.649,74.3,0.11,Run
5,5,Lap 5,2025-08-15T15:48:34Z,0.473,671.0,671.0,2.56,37.6,0.849,143.4,159.0,0.589,70.0,0.22,Run
6,6,Lap 6,2025-08-15T15:59:45Z,0.168,44.0,44.0,13.72,0.0,0.168,153.3,171.0,0.655,74.8,0.02,Run
7,7,Lap 7,2025-08-15T16:00:29Z,0.045,120.0,120.0,1.37,0.0,0.045,153.2,162.0,0.655,74.7,0.05,Run
8,8,Lap 8,2025-08-15T16:02:30Z,0.171,60.0,60.0,10.26,31.6,0.487,164.0,189.0,0.727,80.0,0.03,Run
9,9,Lap 9,2025-08-15T16:03:31Z,0.029,60.0,60.0,1.73,1.8,0.047,180.6,189.0,0.837,88.1,0.04,Run
10,10,Lap 10,2025-08-15T16:04:32Z,0.175,38.0,38.0,16.6,0.0,0.175,177.6,186.0,0.817,86.6,0.03,Run
11,11,Lap 11,2025-08-15T16:05:10Z,0.048,61.0,61.0,2.81,0.0,0.048,160.8,186.0,0.705,78.4,0.03,Run
12,12,Lap 12,2025-08-15T16:06:11Z,0.172,63.0,63.0,9.83,31.8,0.49,175.5,194.0,0.803,85.6,0.04,Run
13,13,Lap 13,2025-08-15T16:07:14Z,0.152,180.0,180.0,3.02,3.2,0.184,154.6,194.0,0.664,75.4,0.08,Run
14,14,Lap 14,2025-08-15T16:10:15Z,0.179,41.0,41.0,15.73,0.0,0.179,160.8,179.0,0.705,78.4,0.02,Run
15,15,Lap 15,2025-08-15T16:10:56Z,0.051,60.0,60.0,3.06,0.0,0.051,152.3,178.0,0.649,74.3,0.02,Run
16,16,Lap 16,2025-08-15T16:11:57Z,0.175,68.0,68.0,9.25,31.2,0.487,170.5,190.0,0.77,83.2,0.04,Run
17,17,Lap 17,2025-08-15T16:13:05Z,0.02,180.0,180.0,0.4,1.0,0.03,179.8,191.0,0.832,87.7,0.13,Run
18,18,Lap 18,2025-08-15T16:16:05Z,0.164,38.0,38.0,15.48,0.0,0.164,159.2,176.0,0.695,77.7,0.02,Run
19,19,Lap 19,2025-08-15T16:16:44Z,0.287,187.0,187.0,5.54,2.8,0.315,144.7,176.0,0.598,70.6,0.06,Run
20,20,Lap 20,2025-08-15T16:19:52Z,0.173,90.0,90.0,6.95,31.4,0.487,168.4,182.0,0.756,82.1,0.05,Run
21,21,Lap 21,2025-08-15T16:21:22Z,0.311,228.0,228.0,4.9,10.0,0.411,145.8,183.0,0.605,71.1,0.08,Run
22,22,Lap 22,2025-08-15T16:25:10Z,0.312,66.0,66.0,17.03,0.0,0.312,160.9,183.0,0.706,78.5,0.03,Run
23,23,Lap 23,2025-08-15T16:26:16Z,0.522,576.0,1792.0,3.28,5.0,0.572,129.8,180.0,0.499,63.3,0.13,Recovery
24,24,Lap 24,2025-08-15T16:56:09Z,0.815,286.0,286.0,10.26,59.4,1.409,162.6,175.0,0.717,79.3,0.14,Run
25,25,Lap 25,2025-08-15T17:00:55Z,0.051,23.0,23.0,7.92,0.0,0.051,163.3,170.0,0.722,79.7,0.01,Run
