lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2026-02-26T10:44:34Z,1.0,337.0,338.0,10.69,2.6,1.026,150.1,164.0,0.634,73.2,0.13,Run
2,2,Lap 2,2026-02-26T10:50:14Z,0.528,186.0,185.0,10.22,2.8,0.556,158.3,162.0,0.689,77.2,0.09,Run
3,3,Lap 3,2026-02-26T10:53:19Z,1.0,237.0,237.0,15.19,0.0,1.0,182.1,188.0,0.847,88.8,0.18,Run
4,4,Lap 4,2026-02-26T10:57:17Z,1.0,241.0,241.0,14.94,0.0,1.0,188.5,191.0,0.89,92.0,0.21,Run
5,5,Lap 5,2026-02-26T11:01:18Z,0.304,181.0,180.0,6.05,0.0,0.304,148.3,191.0,0.622,72.3,0.07,Run
6,6,Lap 6,2026-02-26T11:04:18Z,0.95,241.0,241.0,14.18,0.0,0.95,177.0,185.0,0.813,86.3,0.17,Run
7,7,Lap 7,2026-02-26T11:08:20Z,0.949,240.0,240.0,14.26,0.0,0.949,184.0,190.0,0.86,89.8,0.19,Run
8,8,Lap 8,2026-02-26T11:12:21Z,0.246,181.0,181.0,4.9,0.0,0.246,145.3,190.0,0.602,70.9,0.06,Run
9,9,Lap 9,2026-02-26T11:15:22Z,1.0,258.0,258.0,13.97,0.0,1.0,175.9,183.0,0.806,85.8,0.17,Run
10,10,Lap 10,2026-02-26T11:19:41Z,0.964,223.0,222.0,15.55,2.0,0.984,188.2,200.0,0.888,91.8,0.19,Run
11,11,Lap 11,2026-02-26T11:23:24Z,0.97,408.0,408.0,8.57,2.8,0.998,158.7,199.0,0.691,77.4,0.19,Run
