lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2026-02-18T10:52:02Z,1.0,347.0,347.0,10.37,3.0,1.03,138.8,151.0,0.559,67.7,0.1,Run
2,2,Lap 2,2026-02-18T10:57:51Z,0.967,320.0,319.0,10.87,5.6,1.023,148.0,158.0,0.62,72.2,0.12,Run
3,3,Lap 3,2026-02-18T11:03:11Z,0.156,29.0,29.0,19.4,0.0,0.156,174.7,185.0,0.798,85.2,0.02,Run
4,4,Lap 4,2026-02-18T11:03:40Z,0.078,30.0,30.0,9.36,0.0,0.078,175.6,186.0,0.804,85.7,0.02,Run
5,5,Lap 5,2026-02-18T11:04:11Z,0.162,30.0,30.0,19.4,0.0,0.162,180.6,189.0,0.837,88.1,0.02,Run
6,6,Lap 6,2026-02-18T11:04:41Z,0.096,30.0,30.0,11.48,0.0,0.096,180.4,188.0,0.836,88.0,0.02,Run
7,7,Lap 7,2026-02-18T11:05:12Z,0.162,30.0,30.0,19.44,2.6,0.188,185.4,190.0,0.869,90.4,0.02,Run
8,8,Lap 8,2026-02-18T11:05:43Z,0.085,30.0,30.0,10.22,0.0,0.085,182.2,189.0,0.848,88.9,0.02,Run
9,9,Lap 9,2026-02-18T11:06:14Z,0.157,30.0,30.0,18.83,0.0,0.157,184.2,188.0,0.861,89.9,0.02,Run
10,10,Lap 10,2026-02-18T11:06:44Z,0.091,32.0,32.0,10.19,0.0,0.091,183.3,188.0,0.855,89.4,0.03,Run
11,11,Lap 11,2026-02-18T11:07:17Z,0.157,30.0,30.0,18.86,0.0,0.157,183.8,190.0,0.859,89.7,0.02,Run
12,12,Lap 12,2026-02-18T11:07:47Z,0.078,30.0,30.0,9.36,0.0,0.078,183.5,190.0,0.857,89.5,0.02,Run
13,13,Lap 13,2026-02-18T11:08:18Z,0.161,30.0,30.0,19.3,0.0,0.161,185.1,193.0,0.867,90.3,0.02,Run
14,14,Lap 14,2026-02-18T11:08:49Z,0.245,120.0,120.0,7.34,0.0,0.245,162.4,191.0,0.716,79.2,0.06,Run
15,15,Lap 15,2026-02-18T11:10:49Z,0.156,30.0,30.0,18.72,0.0,0.156,172.6,184.0,0.784,84.2,0.02,Run
16,16,Lap 16,2026-02-18T11:11:19Z,0.072,30.0,30.0,8.64,0.0,0.072,178.8,186.0,0.825,87.2,0.02,Run
17,17,Lap 17,2026-02-18T11:11:50Z,0.161,29.0,29.0,19.98,0.0,0.161,183.1,191.0,0.854,89.3,0.02,Run
18,18,Lap 18,2026-02-18T11:12:20Z,0.073,30.0,30.0,8.78,0.0,0.073,184.2,192.0,0.861,89.9,0.02,Run
19,19,Lap 19,2026-02-18T11:12:50Z,0.162,30.0,30.0,19.4,0.0,0.162,186.1,194.0,0.874,90.8,0.02,Run
20,20,Lap 20,2026-02-18T11:13:21Z,0.08,30.0,30.0,9.54,0.0,0.08,186.5,194.0,0.877,91.0,0.03,Run
21,21,Lap 21,2026-02-18T11:13:52Z,0.153,30.0,30.0,18.4,0.0,0.153,182.9,187.0,0.853,89.2,0.02,Run
22,22,Lap 22,2026-02-18T11:14:22Z,0.075,30.0,30.0,9.04,0.0,0.075,184.4,190.0,0.863,90.0,0.02,Run
23,23,Lap 23,2026-02-18T11:14:53Z,0.16,29.0,29.0,19.91,0.0,0.16,187.7,195.0,0.885,91.6,0.02,Run
24,24,Lap 24,2026-02-18T11:15:22Z,0.074,30.0,30.0,8.93,0.0,0.074,189.1,196.0,0.894,92.2,0.03,Run
25,25,Lap 25,2026-02-18T11:15:52Z,0.16,29.0,29.0,19.91,0.0,0.16,189.2,195.0,0.895,92.3,0.03,Run
26,26,Lap 26,2026-02-18T11:16:22Z,0.191,120.0,120.0,5.72,0.0,0.191,161.9,195.0,0.713,79.0,0.06,Run
