lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2024-06-12T17:23:59Z,1.0,321.0,342.0,11.23,3.6,1.036,141.7,153.0,0.578,69.1,0.1,Run
2,2,Lap 2,2024-06-12T17:29:43Z,1.0,299.0,299.0,12.02,0.0,1.0,158.2,164.0,0.688,77.2,0.14,Run
3,3,Lap 3,2024-06-12T17:34:44Z,1.0,296.0,296.0,12.17,0.0,1.0,161.4,165.0,0.709,78.7,0.15,Run
4,4,Lap 4,2024-06-12T17:39:40Z,1.0,301.0,301.0,11.95,4.0,1.04,163.2,167.0,0.721,79.6,0.15,Run
5,5,Lap 5,2024-06-12T17:44:42Z,1.0,286.0,286.0,12.6,0.0,1.0,168.4,174.0,0.756,82.1,0.16,Run
6,6,Lap 6,2024-06-12T17:49:28Z,1.0,288.0,288.0,12.49,0.0,1.0,170.7,175.0,0.771,83.3,0.17,Run
7,7,Lap 7,2024-06-12T17:54:17Z,1.0,301.0,309.0,11.95,3.8,1.038,171.3,174.0,0.775,83.6,0.18,Run
8,8,Lap 8,2024-06-12T17:59:26Z,1.0,297.0,297.0,12.13,7.2,1.072,174.3,178.0,0.795,85.0,0.19,Run
9,9,Lap 9,2024-06-12T18:04:23Z,1.0,298.0,298.0,12.1,4.4,1.044,177.1,180.0,0.814,86.4,0.21,Run
10,10,Lap 10,2024-06-12T18:09:22Z,1.0,290.0,290.0,12.42,3.6,1.036,179.6,182.0,0.831,87.6,0.21,Run
11,11,Lap 11,2024-06-12T18:14:12Z,1.0,294.0,294.0,12.24,2.0,1.02,180.6,183.0,0.837,88.1,0.22,Run
12,12,Lap 12,2024-06-12T18:19:06Z,0.491,134.0,163.0,13.21,0.0,0.491,177.2,183.0,0.815,86.4,0.09,Run
