lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2025-08-02T16:58:30Z,5.0,787.0,787.0,22.86,96.6,5.966,150.4,174.0,0.636,73.4,0.3,Run
2,2,Lap 2,2025-08-02T17:11:40Z,5.0,654.0,654.0,27.54,47.0,5.47,154.6,166.0,0.664,75.4,0.28,Run
3,3,Lap 3,2025-08-02T17:22:39Z,5.0,746.0,746.0,24.12,55.0,5.55,138.6,172.0,0.557,67.6,0.22,Run
4,4,Lap 4,2025-08-02T17:35:03Z,5.0,850.0,850.0,21.17,86.4,5.864,145.7,172.0,0.605,71.1,0.29,Run
5,5,Lap 5,2025-08-02T17:49:10Z,5.0,692.0,692.0,26.03,91.2,5.912,141.2,170.0,0.575,68.9,0.21,Run
6,6,Lap 6,2025-08-02T18:00:43Z,5.0,752.0,752.0,23.94,96.8,5.968,140.8,168.0,0.572,68.7,0.23,Run
7,7,Lap 7,2025-08-02T18:13:16Z,5.0,573.0,573.0,31.43,43.6,5.436,137.7,157.0,0.551,67.2,0.16,Run
8,8,Lap 8,2025-08-02T18:22:51Z,5.0,534.0,534.0,33.7,20.0,5.2,128.4,152.0,0.489,62.6,0.12,Recovery
9,9,Lap 9,2025-08-02T18:31:47Z,5.0,805.0,805.0,22.36,102.6,6.026,144.7,172.0,0.598,70.6,0.27,Run
10,10,Lap 10,2025-08-02T18:45:09Z,0.451,85.0,85.0,19.12,7.6,0.527,143.6,156.0,0.591,70.0,0.03,Run
