lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2026-03-03T17:02:32Z,1.0,354.0,354.0,10.15,3.2,1.032,132.0,143.0,0.513,64.4,0.09,Run
2,2,Lap 2,2026-03-03T17:08:28Z,0.862,332.0,332.0,9.36,0.0,0.862,134.2,146.0,0.528,65.5,0.09,Run
3,3,Lap 3,2026-03-03T17:14:00Z,1.0,254.0,254.0,14.18,0.0,1.0,166.3,174.0,0.742,81.1,0.14,Run
4,4,Lap 4,2026-03-03T17:18:15Z,1.0,246.0,246.0,14.65,0.0,1.0,173.4,178.0,0.789,84.6,0.16,Run
5,5,Lap 5,2026-03-03T17:22:21Z,1.0,243.0,243.0,14.83,0.0,1.0,175.0,181.0,0.8,85.4,0.16,Run
6,6,Lap 6,2026-03-03T17:26:25Z,1.0,234.0,234.0,15.37,2.6,1.026,182.0,186.0,0.847,88.8,0.18,Run
7,7,Lap 7,2026-03-03T17:30:19Z,1.0,233.0,233.0,15.44,0.2,1.002,183.9,187.0,0.859,89.7,0.19,Run
8,8,Lap 8,2026-03-03T17:34:13Z,1.0,234.0,234.0,15.37,0.6,1.006,183.9,188.0,0.859,89.7,0.19,Run
9,9,Lap 9,2026-03-03T17:38:08Z,1.0,233.0,233.0,15.44,0.0,1.0,185.8,189.0,0.872,90.6,0.19,Run
10,10,Lap 10,2026-03-03T17:42:01Z,1.0,231.0,231.0,15.59,2.0,1.02,186.6,191.0,0.877,91.0,0.19,Run
11,11,Lap 11,2026-03-03T17:45:53Z,1.0,227.0,227.0,15.88,0.0,1.0,189.4,191.0,0.896,92.4,0.2,Run
12,12,Lap 12,2026-03-03T17:49:40Z,1.0,219.0,219.0,16.45,0.0,1.0,194.1,198.0,0.927,94.7,0.21,Run
13,13,Lap 13,2026-03-03T17:53:19Z,0.575,273.0,272.0,7.56,0.0,0.575,156.2,194.0,0.675,76.2,0.12,Run
14,14,Lap 14,2026-03-03T17:57:51Z,0.591,156.0,156.0,13.64,0.0,0.591,172.1,176.0,0.781,84.0,0.1,Run
15,15,Lap 15,2026-03-03T18:00:27Z,0.842,638.0,638.0,4.75,3.6,0.878,128.3,175.0,0.489,62.6,0.14,Recovery
