lapIndex,split,name,startTime,distanceKm,timeSec,elapsedSec,avgSpeedKmh,ascentM,distanceEqKm,avgHr,maxHr,hrReserveRatio,hrPercentMax,trimp,label
1,1,Lap 1,2026-03-22T08:02:09Z,1.0,335.0,335.0,10.76,6.0,1.06,145.3,160.0,0.602,70.9,0.11,Run
2,2,Lap 2,2026-03-22T08:07:46Z,1.0,310.0,310.0,11.63,3.8,1.038,158.4,164.0,0.689,77.3,0.14,Run
3,3,Lap 3,2026-03-22T08:12:57Z,1.0,300.0,300.0,11.99,0.0,1.0,160.5,169.0,0.703,78.3,0.14,Run
4,4,Lap 4,2026-03-22T08:17:57Z,1.0,295.0,295.0,12.2,10.4,1.104,166.7,171.0,0.745,81.3,0.16,Run
5,5,Lap 5,2026-03-22T08:22:52Z,1.0,275.0,275.0,13.1,3.0,1.03,168.4,174.0,0.756,82.1,0.16,Run
6,6,Lap 6,2026-03-22T08:27:28Z,1.0,299.0,299.0,12.02,5.6,1.056,168.5,172.0,0.757,82.2,0.17,Run
7,7,Lap 7,2026-03-22T08:32:28Z,1.0,286.0,286.0,12.6,0.0,1.0,168.0,172.0,0.753,82.0,0.16,Run
8,8,Lap 8,2026-03-22T08:37:14Z,1.0,292.0,292.0,12.31,5.0,1.05,167.8,173.0,0.752,81.9,0.17,Run
9,9,Lap 9,2026-03-22T08:42:07Z,1.0,300.0,300.0,11.99,5.2,1.052,167.3,172.0,0.749,81.6,0.17,Run
10,10,Lap 10,2026-03-22T08:47:07Z,1.0,303.0,303.0,11.88,3.0,1.03,169.9,176.0,0.766,82.9,0.18,Run
11,11,Lap 11,2026-03-22T08:52:10Z,1.0,293.0,293.0,12.28,1.8,1.018,168.5,173.0,0.757,82.2,0.17,Run
12,12,Lap 12,2026-03-22T08:57:04Z,1.0,290.0,290.0,12.42,2.0,1.02,164.5,169.0,0.73,80.2,0.15,Run
13,13,Lap 13,2026-03-22T09:01:54Z,1.0,298.0,298.0,12.1,0.8,1.008,162.0,166.0,0.713,79.0,0.15,Run
14,14,Lap 14,2026-03-22T09:06:52Z,1.0,296.0,296.0,12.17,3.8,1.038,164.5,170.0,0.73,80.2,0.16,Run
15,15,Lap 15,2026-03-22T09:11:49Z,1.0,295.0,295.0,12.2,3.8,1.038,163.1,166.0,0.721,79.6,0.15,Run
16,16,Lap 16,2026-03-22T09:16:44Z,1.0,301.0,301.0,11.95,2.0,1.02,167.6,171.0,0.751,81.8,0.17,Run
17,17,Lap 17,2026-03-22T09:21:46Z,1.0,296.0,296.0,12.17,0.0,1.0,166.8,172.0,0.745,81.4,0.16,Run
18,18,Lap 18,2026-03-22T09:26:42Z,1.0,295.0,295.0,12.2,4.8,1.048,168.4,173.0,0.756,82.1,0.17,Run
19,19,Lap 19,2026-03-22T09:31:37Z,1.0,295.0,295.0,12.2,0.0,1.0,167.3,172.0,0.749,81.6,0.17,Run
20,20,Lap 20,2026-03-22T09:36:32Z,1.0,312.0,312.0,11.56,2.6,1.026,160.6,167.0,0.704,78.3,0.15,Run
21,21,Lap 21,2026-03-22T09:41:44Z,1.0,297.0,297.0,12.13,5.8,1.058,162.4,167.0,0.716,79.2,0.15,Run
